store_id,name,street,city,state,zip,phone,manager,store_opened,latitude,longitude,state_name
306,Clifton,20 Bridewell Pl,Clifton,NJ,07014-1724,(973) 779-8715                  ,Mike Freeman,"Jul 1, 1992",40.832,-74.137,New Jersey
320,Union,1055 Hudson St,Union,NJ,07083-6809,(908) 810-1458                  ,Greg Grover,"Nov 19, 1998",40.694,-74.288,New Jersey
318,Brooklyn,976 3Rd Ave,Brooklyn,NY,11232-2400,(718) 965-7603                  ,Rolando Pitre,"Nov 21, 1996",40.655,-74.009,New York
1177,Wayne,149 State Route 23,Wayne,NJ,07470-6933,(973) 339-4006                  ,Rob Velona,"Sep 28, 1991",40.891,-74.255,New Jersey
316,Staten Island,2975 Richmond Ave,Staten Island,NY,10314-5851,(718) 982-9525                  ,Joe Scalici,"Dec 15, 1995",40.573,-74.169,New York
384,Deerfield,9691 Waterstone Blvd,Cincinnati,OH,45249-8220,(513) 774-0024                  ,Tim Borsvold,"Feb 16, 2000",39.296,-84.303,Ohio
1197,Florence,800 Heights Blvd,Florence,KY,41042-1415,(859) 568-7000                  ,Brad Voth,"Nov 11, 2015",38.989,-84.645,Kentucky
1632,Liberty Township,7135 Veterans Boulevard,Liberty Township,OH,45069,(513) 346-7940                  ,Shelby Perez,"Dec 6, 2000",39.37,-84.358,Ohio
1185,Centerville,5300 Cornerstone North Blvd,Centerville,OH,45440-2268,(937) 640-6000                  ,Glen Greer,"Nov 13, 2014",39.662,-84.107,Ohio
1156,Lexington,1500 Fitzgerald Ct,Lexington,KY,40509-8307,(859) 245-3620                  ,David Lucero,"Oct 18, 2013",38.025,-84.41,Kentucky
634,NE Louisville,5020 Norton Healthcare Blvd,Louisville,KY,40241-2835,(502) 420-0160                  ,Nick Ryan,"Oct 26, 2006",38.316,-85.573,Kentucky
1243,NW Columbus,7300 State Route 161 E,Plain City,OH,43064-9276,(614) 733-5002                  ,Linda Sabo       Mgr,"Aug 11, 2016",40.11,-83.189,Ohio
1238,Louisville,3408 Bardstown Rd,Louisville,KY,40218-4608,(502) 912-9869                  ,Brian Dew,"Aug 27, 2016",38.204,-85.669,Kentucky
1160,Easton OH,3888 Stelzer Rd,Columbus,OH,43219-3044,(614) 934-6211                  ,Greg Eagleton   (Mgr),"Oct 4, 2013",40.054,-82.905,Ohio
632,Columbus,1500 Gemini Pl,Columbus,OH,43240-7002,(614) 987-1900                  ,Daniel Bennett   Mgr,"Nov 29, 2006",40.15,-82.977,Ohio
1040,St Charles,221 S Randall Rd,Saint Charles,IL,60174-1524,(630) 549-2024                  ,Todd Becker,"Nov 14, 2008",41.909,-88.342,Illinois
371,Bloomingdale,505 W Army Trail Rd,Bloomingdale,IL,60108-1391,(630) 351-3059                  ,Robyn Lightle,"Dec 7, 2001",41.941,-88.134,Illinois
378,Lake Zurich,680 S Rand Rd,Lake Zurich,IL,60047-3409,(847) 540-3050                  ,Theresa Williams,"Feb 21, 2001",42.187,-88.093,Illinois
387,Schaumburg,1375 N Meacham Rd,Schaumburg,IL,60173-4805,(847) 969-0790                  ,Reese Wells,"Nov 17, 1998",42.055,-88.042,Illinois
1443,NE Naperville,1255 East Ogden Ave,Naperville,IL,60563,(331) 215-5612                  ,Adam Sudol,"Aug 19, 2021",41.798,-88.124,Illinois
342,Naperville,1320 S Route 59,Naperville,IL,60564-5944,(630) 328-2900                  ,Matt Brubaker,"Jul 1, 2003",41.746,-88.204,Illinois
779,Mt Prospect,999 N Elmhurst Rd,Mount Prospect,IL,60056-1133,(847) 660-2000                  ,Rashar Coats,"Oct 13, 2004",42.083,-87.933,Illinois
388,Oak Brook,1901 W 22Nd St,Oak Brook,IL,60523-1759,(630) 928-0235                  ,Chris Barbarino,"Nov 17, 1998",41.845,-87.965,Illinois
1262,W Tampa,8712 W Linebaugh Ave,Tampa,FL,33625-3713,(813) 616-7001                  ,Anthony Sardegna,"Feb 9, 2017",28.042,-82.58,Florida
358,Brandon,10921 Causeway Blvd,Brandon,FL,33511-1997,(813) 952-0103                  ,Gary Mossner,"Nov 28, 2000",27.921,-82.331,Florida
1249,Wesley Chapel,2225 Grand Cypress Dr,Lutz,FL,33559-6797,(813) 279-7031                  ,Tom Spicer,"Feb 8, 2017",28.189,-82.394,Florida
336,Clearwater,2655 Gulf To Bay Blvd,Clearwater,FL,33759-4936,(727) 373-1951                  ,John Davidson,"May 15, 2003",27.957,-82.728,Florida
1364,Bradenton,805 Lighthouse Drive,Bradenton,FL,34212,(941) 213-0747                  ,Hector Mencia,"Aug 21, 2019",27.495,-82.47,Florida
1123,Sarasota Mall,8201 S Tamiami Trl Unit 501,Sarasota,FL,34238-2966,(941) 554-2800                  ,Ledif Bobey,"Aug 17, 2012",27.235,-82.491,Florida
1649,Clermont,4600 Collina Terrace,Clermont,FL,34711,(689) 407-3663                  ,Gabe Vargas     (Mgr),"Nov 14, 2023",28.548,-81.667,Florida
651,Orlando Business Center,2101 Waterbridge Blvd,Orlando,FL,32837-9283,(407) 586-7271                  ,Kevin Gilbert    Mgr,"Aug 26, 2016",28.404,-81.406,Florida
1235,S Orlando,4696 Gardens Park Blvd,Orlando,FL,32839-2171,(407) 586-7221                  ,Steve Cimino   (Mgr),"Sep 18, 1986",28.496,-81.425,Florida
183,Altamonte Springs,741 Orange Ave,Altamonte Springs,FL,32714-3031,(407) 786-7802                  ,Delroy Whittick,"Jun 20, 1985",28.661,-81.418,Florida
1009,Montgomery,8251 Eastchase Pkwy,Montgomery,AL,36117-7033,(334) 270-7452                  ,Mark Butts,"Oct 4, 2007",32.364,-86.151,Alabama
631,Cumberland Mall,2900 Cumberland Mall Se,Atlanta,GA,30339-8107,(770) 431-1700                  ,David Jackson,"Nov 15, 2006",33.881,-84.471,Georgia
1195,Rochester NY,335 Westfall Road,Rochester,NY,14620-4603,(585) 471-6906                  ,Nicholas Calkins,"Jun 5, 2015",43.114,-77.613,New York
1176,Syracuse,120 Township Blvd,Camillus,NY,13031-1659,(315) 883-2361                  ,J.B. Swiger,"Oct 24, 2014",43.057,-76.268,New York
315,Wharton,315 State Route 15 N,Wharton,NJ,07885-1222,(973) 659-2000                  ,Miracles Amodio  Mgr,"Nov 9, 1993",40.907,-74.569,New Jersey
328,Cranberry Township,1050 Cranberry Square Dr,Cranberry Township,PA,16066-6142,(724) 778-6300                  ,Duane Winterbottom,"Nov 28, 2001",40.691,-80.108,Pennsylvania
305,Nanuet,50 Overlook Blvd,Nanuet,NY,10954-5290,(845) 425-1469                  ,J0El Brandstrom,"Jun 30, 1992",41.107,-74.025,New York
1236,Flemington,2A Walter E Foran Blvd N,Flemington,NJ,08822,(908) 905-7210                  ,David Klacik (Temp),"Nov 17, 2016",40.522,-74.852,New Jersey
1442,Little Rock,16901 Chenal Parkway,Little Rock,AR,72223,(501) 817-8603                  ,Tom Zeien,"Jul 21, 2021",34.757,-92.454,Arkansas
1366,Ridgeland,700 Highland Colony Pkwy,Ridgeland,MS,39157,(601) 499-8581                  ,Ralph Loaiza,"Mar 12, 2020",32.423,-90.147,Mississippi
1201,Lafayette,201 Meadow Farm Rd,Lafayette,LA,70508-7277,(337) 541-7025                  ,Misty Barrera   (Mgr),"Mar 17, 2016",30.156,-92.043,Louisiana
664,E Plano,3800 N Central Expy,Plano,TX,75074-2221,(972) 244-0003                  ,Sean Beckham Mgr,"Sep 21, 2000",33.044,-96.7,Texas
1266,Dallas,8055 Churchill Way,Dallas,TX,75251-2149,(469) 680-7546                  ,Rob Barnes,"May 11, 2017",32.919,-96.768,Texas
1172,Baton Rouge,10000 Dawnadele Ave Bldg A,Baton Rouge,LA,70809-2591,(225) 295-4600                  ,Ross Verduzco   Mgr,"Apr 25, 2014",30.419,-91.074,Louisiana
489,Fort Worth,5300 Overton Ridge Blvd,Fort Worth,TX,76132-3301,(817) 210-0003                  ,Jolene Moore     Mgr,"Sep 21, 2000",32.677,-97.409,Texas
668,Arlington,600 W Arbrook Blvd,Arlington,TX,76014-3702,(817) 417-1603                  ,Daniel Mccoey,"Apr 27, 2001",32.684,-97.113,Texas
669,Southlake,2601 E State Highway 114,Southlake,TX,76092-6668,(817) 749-2800                  ,Bill Yarbrough,"Apr 27, 2001",32.942,-97.111,Texas
667,SE Albuquerque,500 Eubank Blvd Se,Albuquerque,NM,87123-3338,(505) 332-6603                  ,Steven Paiz,"Oct 24, 2000",35.068,-106.531,New Mexico
116,Albuquerque,1420 N Renaissance Blvd Ne,Albuquerque,NM,87107-7008,(505) 345-9411                  ,Austin Baucom,"Dec 1, 1984",35.137,-106.614,New Mexico
1016,NW Albuquerque,9955 Coors Bypass Nw,Albuquerque,NM,87114-6196,(505) 922-7400                  ,Lashan Ford,"Dec 7, 2007",35.195,-106.661,New Mexico
1163,Lubbock TX,6020 34Th St,Lubbock,TX,79407-3102,(806) 784-1450                  ,Albert Zuniga,"Nov 15, 2013",33.564,-101.947,Texas
1014,E Colorado Springs,5885 Barnes Rd,Colorado Springs,CO,80922-3512,(719) 591-3002                  ,Curry Stratton,"Feb 20, 2008",38.892,-104.717,Colorado
1030,W Colorado Springs,5050 N Nevada Ave,Colorado Springs,CO,80918-8602,(719) 264-5010                  ,Joseph Washington Jr,"Oct 29, 2009",38.905,-104.821,Colorado
768,El Paso,6101 Gateway Blvd W Suite #1,El Paso,TX,79925-3416,(915) 774-5203                  ,Eduardo Robles  (Mgr),"Nov 13, 2003",31.783,-106.41,Texas
1022,Parker,18414 Cottonwood Dr,Parker,CO,80138-8876,(303) 583-1939                  ,Aaron Johnson,"Aug 22, 2008",39.556,-104.775,Colorado
468,Douglas County,8686 Park Meadows Center Dr,Littleton,CO,80124-5129,(303) 708-0012                  ,Cameron Lynch     Mgr,"Nov 20, 1997",39.558,-104.877,Colorado
443,SW Denver,7900 W Quincy Ave,Littleton,CO,80123-1350,(303) 933-4931                  ,Cynthia Cordell,"Aug 1, 1991",39.637,-105.086,Colorado
101,Bend,2500 Ne Highway 20,Bend,OR,97701-6277,(541) 385-9640                  ,Jonathan Matlock,"Aug 17, 1993",44.057,-121.267,Oregon
17,Eugene,2828 Chad Dr,Eugene,OR,97408-7336,(541) 683-8126                  ,Jeremy Jolliff,"Nov 9, 1989",44.089,-123.065,Oregon
624,Gig Harbor,10990 Harbor Hill Dr Nw,Gig Harbor,WA,98332-8945,(253) 853-8600                  ,Cassie Johnson,"Nov 2, 2007",47.358,-122.604,Washington
6,Tukwila,400 Costco Dr Ste 150,Tukwila,WA,98188-4808,(206) 575-9191                  ,Dave Ryan        Mgr,"Aug 30, 1984",47.446,-122.248,Washington
366,Mall Of Georgia,1550 Mall Of Georgia Blvd,Buford,GA,30519-6551,(678) 288-3009                  ,Jacquelyne Lartey,"May 3, 2006",34.062,-83.996,Georgia
1621,Athens,5550 Parkway Blvd,Athens,GA,30606,(706) 247-8134                  ,Trevor Ivie,"Nov 15, 2022",33.92,-83.457,Georgia
1175,Cumming,1211 Bald Ridge Marina Rd,Cumming,GA,30041-8484,(470) 239-6610                  ,Derrick Robinson,"Aug 29, 2014",34.213,-84.116,Georgia
187,Gwinnett,3980 Venture Dr,Duluth,GA,30096-5077,(770) 622-1330                  ,Shelley Pulmano,"Nov 13, 1996",33.948,-84.143,Georgia
743,Alpharetta,2855 Jordan Ct,Alpharetta,GA,30004-3869,(678) 823-4950                  ,Todd Galanti      Mgr,"Jun 4, 2005",34.091,-84.278,Georgia
188,Perimeter,6350 Peachtree Dunwoody Rd,Atlanta,GA,30328-4568,(770) 352-8660                  ,Ainsley Brown,"Nov 13, 1996",33.929,-84.354,Georgia
1084,Brookhaven,500 Brookhaven Ave Ne,Atlanta,GA,30319-3291,(404) 460-1915                  ,Eddie Kimpel (Mgr),"Oct 28, 2010",33.873,-84.336,Georgia
671,Hawthorne,14501 Hindry Avenue,Hawthorne,CA,90250-6748,(310) 727-0403                  ,James Studebaker,"Dec 5, 2000",33.899,-118.373,California
564,Hawthorne Business Center,12530 Prairie Ave,Hawthorne,CA,90250-4638,(310) 220-8826                  ,Dewayne Day    (Mgr),"Mar 20, 2009",33.919,-118.343,California
1202,Torrance,2640 Lomita Blvd,Torrance,CA,90505-5214,(310) 891-1020                  ,Nick Benekos,"Sep 24, 1998",33.807,-118.334,California
769,Inglewood,3560 W Century Blvd,Inglewood,CA,90303-1201,(310) 242-2777                  ,Johanna Diaz,"Jul 8, 1985",33.943,-118.334,California
479,Culver City,13463 Washington Blvd,Marina Del Rey,CA,90292-5658,(310) 754-2003                  ,Carl Barrio,"Jun 24, 1999",33.993,-118.446,California
424,Signal Hill,2200 E Willow St,Signal Hill,CA,90755-2132,(562) 427-2537                  ,Monica Zavala,"Nov 1, 1986",33.803,-118.165,California
1050,Lakewood,340 Lakewood Center Mall,Lakewood,CA,90712-2409,(562) 295-1508                  ,David Diaz,"Feb 26, 2009",33.85,-118.137,California
569,Commerce Business Center,6333 Telegraph Rd,Commerce,CA,90040-2513,(323) 767-2640                  ,Miguel Gallardo,"Jul 23, 2009",33.995,-118.141,California
410,Norwalk CA,12324 Hoxie Ave,Norwalk,CA,90650-2211,(562) 929-0826                  ,Jenn Pell,"Apr 17, 1983",33.92,-118.103,California
130,Los Feliz,2901 Los Feliz Blvd,Los Angeles,CA,90039-1502,(323) 644-5201                  ,Scott Kirby,"Nov 15, 1996",34.128,-118.264,California
1005,Greenville,1021 Woodruff Rd,Greenville,SC,29607-4108,(864) 297-2560                  ,Sal Tortorici,"Aug 16, 2007",34.836,-82.311,South Carolina
1008,Spartanburg,211 W Blackstock Rd,Spartanburg,SC,29301-1382,(864) 515-4942                  ,Dinah Romaella,"Aug 15, 2007",34.94,-81.997,South Carolina
1116,Farragut,10745 Kingston Pike,Knoxville,TN,37934-3002,(865) 218-7700                  ,Harker Weiss,"Nov 9, 2012",35.896,-84.14,Tennessee
359,Charlotte,500 Tyvola Rd,Charlotte,NC,28217-3504,(704) 501-2403                  ,Mike Minter,"Jun 21, 2001",35.162,-80.885,North Carolina
1333,Mooresville,392 Talbert Rd,Mooresville,NC,28117,(980) 447-9749                  ,Troy Rea,"Jun 26, 2019",35.582,-80.855,North Carolina
1192,Mobile,1450 Tingle Circle West,Mobile,AL,36606-2632,(251) 308-7030                  ,Greg Wright,"Jun 4, 2015",30.649,-88.119,Alabama
1147,New Orleans,3900 Dublin St,New Orleans,LA,70118-4754,(504) 484-5220                  ,Warren Wass       Mgr,"Sep 21, 2013",29.968,-90.11,Louisiana
1026,Tallahassee,4067 Lagniappe Way,Tallahassee,FL,32317-1201,(850) 219-2500                  ,Curtis Leuck,"Apr 9, 2008",30.461,-84.213,Florida
1361,Sharpsburg,40 Fischer Crossings Dr,Sharpsburg,GA,30277,(678) 621-8594                  ,Brenda Woods,"Aug 22, 2019",33.4,-84.622,Georgia
67,Missoula,3220 N Reserve St,Missoula,MT,59808-1556,(406) 543-6445                  ,Bejay Henrickson,"Nov 27, 1991",46.895,-114.038,Montana
745,Kalispell,2330 Us Highway 93 N,Kalispell,MT,59901-2547,(406) 758-2500                  ,Matt Keersemaker,"Dec 3, 1993",48.234,-114.333,Montana
633,Helena,2195 E Custer Ave,Helena,MT,59602-1217,(406) 495-7042                  ,Daniel Manibusan,"Nov 28, 2006",46.616,-112.003,Montana
773,Coeur D' Alene,355 E Neider Ave,Coeur D' Alene,ID,83815-3723,(208) 676-7351                  ,Alan Demers      Mgr,"Apr 22, 2004",47.709,-116.783,Idaho
103,Clarkston,301 5Th St,Clarkston,WA,99403-1860,(509) 758-1800                  ,Rich Triggs,"Jul 29, 1993",46.423,-117.042,Washington
96,Bozeman,2505 Catron St,Bozeman,MT,59718-7993,(406) 585-0383                  ,Scott Buchanan Temp,"Aug 28, 1997",45.713,-111.07,Montana
670,Spokane,5601 E Sprague Ave,Spokane,WA,99212-0826,(509) 842-0003                  ,Shelly Tyler,"Dec 1, 1983",47.658,-117.333,Washington
1298,N Spokane,12020 N Newport Hwy,Spokane,WA,99218-1655,(509) 466-9668                  ,Marty Balcos,"Oct 16, 1992",47.766,-117.383,Washington
1379,Idaho Falls,2495 E. Lincoln Road,Idaho Falls,ID,83401,(986) 497-3149                  ,Greg Gillingham,"Aug 14, 2020",43.513,-111.985,Idaho
486,Kennewick,8505 W. Gage Blvd,Kennewick,WA,99336-8120,(509) 737-8861                  ,Shawn Hancock,"Jul 1, 1987",46.226,-119.235,Washington
490,N Phoenix,19001 N 27Th Ave,Phoenix,AZ,85027-5036,(623) 293-4400                  ,Kerry Haden-Temp,"Jun 22, 2000",33.66,-112.116,Arizona
674,Glendale,17550 N 79Th Ave,Glendale,AZ,85308-8711,(623) 776-4003                  ,Jen Welker,"Aug 1, 1988",33.643,-112.233,Arizona
738,Cave Creek,2450 E Beardsley Rd,Phoenix,AZ,85050-1300,(480) 375-2850                  ,Mickey Wilson,"Nov 11, 2005",33.671,-112.028,Arizona
1058,Paradise Valley,4570 E Cactus Rd,Phoenix,AZ,85032-7702,(480) 308-7044                  ,Paul Woods,"Sep 18, 2009",33.604,-111.986,Arizona
827,Phoenix Business Center,3801 N 33Rd Ave,Phoenix,AZ,85017-4508,(480) 293-2123                  ,Travis Disney,"Nov 20, 2001",33.492,-112.128,Arizona
1375,Surprise,16385 W. Waddell Rd.,Surprise,AZ,85388,(602) 325-1799                  ,Alex Valasakos,"Nov 1, 1978",33.608,-112.412,Arizona
427,Scottsdale,15255 N Hayden Rd,Scottsdale,AZ,85260-2551,(480) 948-5040                  ,Mark Bonaguidi   Mgr,"Jul 6, 1987",33.623,-111.901,Arizona
691,Avondale,10000 W Mcdowell Rd,Avondale,AZ,85392-4803,(623) 907-5663                  ,Joe Courtright,"Oct 11, 2002",33.467,-112.274,Arizona
1653,Buckeye,1111 N. Verrado Way,Buckeye,AZ,85326,(480) 618-4000                  ,Jeff Gilkey,"Jul 13, 2023",33.46,-112.501,Arizona
1111,Coralville,2900 Heartland Dr,Coralville,IA,52241-2740,(319) 545-3200                  ,Tyler O'Dwyer,"Jun 27, 2012",41.699,-91.616,Iowa
1630,Ankeny,4000 Ne Spectrum Drive,Ankeny,IA,50021,(515) 686-8709                  ,Alan Caito,"Nov 17, 2022",41.762,-93.567,Iowa
788,West Des Moines,7205 Mills Civic Pkwy,West Des Moines,IA,50266-8140,(515) 222-2920                  ,Jacob Norton,"Dec 7, 2004",41.563,-93.805,Iowa
1125,Rochester MN,2020 Commerce Dr Nw,Rochester,MN,55901-3246,(507) 286-1860                  ,Suzanne Eisel,"Nov 16, 2012",44.047,-92.518,Minnesota
1325,Davenport,2790 E 53Rd St,Davenport,IA,52807-3007,(563) 893-7004                  ,Keith Bennett,"Oct 20, 2018",41.577,-90.534,Iowa
579,Morrow Business Center,1700 Mount Zion Rd,Morrow,GA,30260-3014,(678) 201-0003                  ,Kenny Armer,"Sep 4, 2012",33.572,-84.334,Georgia
1675,Stockbridge,2245 Jodeco Road,Mcdonough,GA,30253,(678) 272-3288                  ,Tim Johnson       Mgr,"Nov 16, 2023",33.481,-84.219,Georgia
1012,Omaha,12300 W Dodge Rd,Omaha,NE,68154-2382,(402) 952-3240                  ,Steve Vanderveer,"Oct 18, 2007",41.265,-96.106,Nebraska
1237,La Vista,12515 Portside Parkway,La Vista,NE,68128-5622,(402) 378-7398                  ,Dale Robertson,"Oct 26, 2016",41.178,-96.109,Nebraska
1285,Lincoln,1620 Pine Lake Road,Lincoln,NE,68512-3612,(531) 333-7559                  ,Clay Bradshaw,"Oct 28, 2017",40.739,-96.697,Nebraska
1268,N Kansas City,1600 Nw 88Th St,Kansas City,MO,64155-2410,(816) 857-7086                  ,Justin Chesak,"May 18, 2017",39.255,-94.599,Missouri
375,Kansas City,241 E Linwood Blvd,Kansas City,MO,64111-1119,(816) 216-0003                  ,Nathan Gentry,"Jan 12, 2001",39.067,-94.581,Missouri
373,Independence,19040 E Valley View Pkwy,Independence,MO,64055-7004,(816) 200-2003                  ,Jeremy Hoffman,"Oct 18, 2001",39.036,-94.357,Missouri
1226,Boston Heights,6720 Bass Pro Dr,Boston Heights,OH,44236-1198,(330) 341-7000                  ,Latrick Dominguez,"Jun 22, 2016",41.265,-81.507,Ohio
625,Strongsville,16690 Royalton Rd,Strongsville,OH,44136-4433,(440) 783-3415                  ,Gustavo Clark     Mgr,"Nov 18, 2009",41.317,-81.816,Ohio
344,Mayfield Heights,1409 Golden Gate Blvd,Cleveland,OH,44124-1808,(440) 544-1350                  ,Mark Keen,"Oct 22, 2002",41.524,-81.447,Ohio
343,Avon OH,35804 Detroit Road,Avon,OH,44011-1681,(440) 930-0103                  ,Mike Gibson       Mgr,"Dec 10, 2002",41.46,-82.011,Ohio
1635,North Canton,4953 Huckleberry St Nw,North Canton,OH,44720,(330) 818-0000                  ,Matt Martin       Mgr,"Aug 17, 2023",40.886,-81.44,Ohio
332,Robinson,202 Costco Dr,Pittsburgh,PA,15205-4858,(412) 490-2204                  ,John Patrick,"Jul 9, 2002",40.459,-80.166,Pennsylvania
649,Homestead,501 Waterfront Dr W,Homestead,PA,15120-5009,(412) 205-1000                  ,Daniel Garrity,"Mar 8, 2007",40.403,-79.921,Pennsylvania
394,Roseville MI,27118 Gratiot Ave,Roseville,MI,48066-2915,(586) 447-0191                  ,Omar Nezami,"May 1, 1998",42.496,-82.935,Michigan
1194,Perrysburg,26400 Dixie Hwy,Perrysburg,OH,43551-1967,(567) 368-6000                  ,Bobby Bailey      Mgr,"Jun 11, 2015",41.535,-83.633,Ohio
208,White Marsh,9919 Pulaski Hwy,Baltimore,MD,21220-1411,(410) 574-7563                  ,Jamie Sessa,"Mar 12, 1988",39.358,-76.445,Maryland
203,Glen Burnie,575 E Ordnance Rd,Glen Burnie,MD,21060-6555,(410) 590-8603                  ,Rachael Booker,"Nov 15, 1985",39.196,-76.6,Maryland
325,Arundel Mills,7077 Arundel Mills Cir,Hanover,MD,21076-1387,(410) 379-3100                  ,Peggy Maines,"Dec 1, 2001",39.156,-76.731,Maryland
214,Beltsville,10925 Baltimore Ave,Beltsville,MD,20705-2117,(301) 902-2640                  ,Troy Tennyson,"Jun 2, 1990",39.032,-76.909,Maryland
1078,Woodmore Towne Centre,2400 Five Lees Ln,Glenarden,MD,20706-1617,(301) 341-6742                  ,David Douglasson,"Oct 26, 2010",38.923,-76.851,Maryland
1120,Washington DC,2441 Market St Ne,Washington,DC,20018-3840,(202) 269-8540                  ,Myles Withers,"Nov 29, 2012",38.921,-76.951,
1227,S Indianapolis,4628 E County Line Rd,Indianapolis,IN,46237-9105,(317) 360-7076                  ,James Harmon,"Jun 23, 2016",39.638,-86.089,Indiana
1331,Evansville,1201 Cross Pointe Pl,Evansville,IN,47715-9168,(812) 909-6572                  ,Hal Mccullum,"Jun 28, 2019",37.988,-87.462,Indiana
1577,Avon IN,8816 Dr. Charles Nelson Drive,Avon,IN,46123,(317) 286-4742                  ,Mike Donaldson,"Oct 29, 2021",39.766,-86.365,Indiana
346,Castleton,6110 E 86Th St,Indianapolis,IN,46250-3507,(317) 558-1453                  ,Travis Barclay   Mgr,"Oct 3, 2002",39.914,-86.062,Indiana
1007,Toledo,3405 W Central Ave,Toledo,OH,43606-1402,(419) 381-5000                  ,Mark Facemire     Mgr,"Aug 29, 2007",41.676,-83.625,Ohio
1663,Southfield Business Center,21110 Northwestern Hwy,Southfield,MI,48075,(248) 233-8431                  ,Todd Smith        Mgr,"Jan 25, 2024",42.448,-83.205,Michigan
304,Brookfield,200 Federal Rd,Brookfield,CT,06804-2514,(203) 740-7623                  ,Chris Deneale,"Nov 21, 1991",41.442,-73.406,Connecticut
313,Waterbury,3600 E Main St,Waterbury,CT,06705-3851,(203) 596-9967                  ,Dan Dicksen,"Oct 13, 1993",41.54,-72.968,Connecticut
312,Milford,1718 Boston Post Rd,Milford,CT,06460-2718,(203) 882-8881                  ,Kenn Calderon   Mgr,"Apr 22, 1993",41.251,-73.025,Connecticut
1196,New Britain,405 Hartford Rd,New Britain,CT,06053-1507,(860) 893-7001                  ,Jon Weller,"Oct 15, 2015",41.71,-72.763,Connecticut
206,Nesconset,3000 Middle Country Rd,Nesconset,NY,11767-1072,(631) 366-1504                  ,Nora Jovel,"Jul 13, 1987",40.86,-73.13,New York
240,Commack,10 Garet Pl,Commack,NY,11725-5421,(631) 462-3900                  ,Cheryll Serio,"Aug 25, 1995",40.807,-73.286,New York
785,Riverhead,1768 Old Country Rd,Riverhead,NY,11901-3146,(631) 655-0110                  ,Jacqueline Pirillo,"Jun 26, 2014",40.927,-72.707,New York
1122,Baxter,13650 Elder Dr,Baxter,MN,56425-8818,(218) 855-5740                  ,Rob Cook,"Oct 24, 2012",46.349,-94.247,Minnesota
367,Matthews,2125 Matthews Township Pkwy,Matthews,NC,28105-5766,(704) 321-7440                  ,Brandon Laughlin,"Nov 29, 2001",35.13,-80.704,North Carolina
1232,Columbia SC,507 Piney Grove Rd,Columbia,SC,29210-3405,(803) 875-7130                  ,Neil Lynch        Mgr,"Aug 10, 2016",34.071,-81.14,South Carolina
361,Winston Salem,1085 Hanes Mall Blvd,Winston Salem,NC,27103-1310,(336) 970-2300                  ,Keith Napolitano,"Sep 28, 2001",36.065,-80.318,North Carolina
1102,Augusta,825 Cabela Dr,Augusta,GA,30909-8202,(706) 739-1700                  ,Carlos Nunez     Mgr,"Nov 16, 2011",33.525,-82.02,Georgia
339,Greensboro,4201 W Wendover Ave,Greensboro,NC,27407-1908,(336) 291-4010                  ,Alfredo Rodriguez,"Nov 21, 2003",36.058,-79.884,North Carolina
1073,Roseburg,4141 Ne Stephens St,Roseburg,OR,97470-1161,(541) 378-0020                  ,Randy Richardson,"Aug 12, 2010",43.26,-123.35,Oregon
1287,Central Point,3075 Hamrick Road,Central Point,OR,97502-2844,(541) 734-4227                  ,Kellie Burroughs,"Oct 29, 1991",42.375,-122.887,Oregon
1384,Champaign,2002 N. Neil St,Champaign,IL,61820,(217) 600-6538                  ,Dan Iaquinta      Mgr,"Oct 22, 2020",40.141,-88.245,Illinois
1126,East Peoria,301 W Washington St,East Peoria,IL,61611-2036,(309) 427-2930                  ,Joe Dupuis,"Nov 14, 2012",40.669,-89.585,Illinois
1388,Plainfield,16261 S. Boulevard Place,Plainfield,IL,60586,(815) 676-1170                  ,Katthew Day,"Nov 11, 2020",41.587,-88.169,Illinois
347,Fortune Park,9010 Michigan Rd,Indianapolis,IN,46268-3184,(317) 532-1608                  ,William Kaufman   Mgr,"Oct 3, 2002",39.917,-86.227,Indiana
370,Merrillville,1310 E 79Th Ave,Merrillville,IN,46410-5768,(219) 641-6400                  ,Tom Cimino,"Oct 24, 2001",41.475,-87.322,Indiana
647,Orland Park,9915 W 159Th St,Orland Park,IL,60467-4572,(708) 645-5336                  ,Bob Losoya      Mgr,"Nov 30, 2006",41.6,-87.861,Illinois
1088,Bolingbrook,830 E Boughton Rd,Bolingbrook,IL,60440-2355,(630) 410-0702                  ,Steve Ftacek,"Nov 18, 2010",41.728,-88.032,Illinois
428,Alhambra,2207 W Commonwealth Ave,Alhambra,CA,91803-1302,(626) 289-7164                  ,Anthony Stout,"Aug 24, 1987",34.089,-118.148,California
1318,Monterey Park,2000 Market Place Dr,Monterey Park,CA,91755-7402,(323) 890-1904                  ,Damond Chapman,"Nov 6, 1993",34.037,-118.104,California
677,Burbank,1051 W Burbank Blvd,Burbank,CA,91506-1421,(818) 557-3783                  ,Nora Baca,"Nov 1, 1984",34.185,-118.324,California
412,Azusa,1220 W Foothill Blvd,Azusa,CA,91702-2819,(626) 812-7911                  ,Liz Gatten,"Oct 1, 1983",34.132,-117.926,California
653,Burbank Business Center,11428 Sherman Way,North Hollywood,CA,91605-5807,(818) 423-7082                  ,Matt Rizzo,"Aug 9, 2017",34.2,-118.38,California
