store_name,street,city,state,zip,phone,longitude,latitude,province,timezone,temp_closed,reopen_date,store_open_date,coming_soon,start_date,end_date,hybrid_stores,temporarily_closed,state_name,brand,updated
FAMILY DOLLAR #11264,910 S Greenwood Street,Shoshone,ID,83352,208-352-2529,-114.412,42.9282,,America/Boise,N,,07/02/2015 00:00:00,N,2021-09-05T23:59:59,2021-09-16T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6896,415 Broadway Ave S,Buhl,ID,83316-1310,208-536-7068,-114.756128,42.595958,,America/Boise,N,,06/09/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6776,1015 S Lincoln Ave,Jerome,ID,83338,208-536-7063,-114.519231,42.714624,,America/Boise,N,,08/27/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #10353,505 Highway 30,Filer,ID,83328,208-329-6574,-114.611086,42.563512,,America/Boise,N,,03/21/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6921,1746 Addison Ave E,Twin Falls,ID,83301-5301,208-536-7069,-114.451689,42.562458,,America/Boise,N,,08/04/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #8575,950 S. Washington Street S,Twin Falls,ID,83301,208-352-6561,-114.480324,42.533674,,America/Boise,N,,09/01/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #10073,1541 Main St. N,Kimberly,ID,83341,208-536-7120,-114.36551167,42.54605968,,America/Boise,N,,03/21/2013 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #12968,502 E Main Street,Hazelton,ID,83335,208-536-7530,-114.14366,42.598133,,America/Boise,N,,07/28/2022 00:00:00,N,,,Y,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6676,1408 Overland Ave,Burley,ID,83318-1806,208-647-6001,-113.793688,42.535242,,America/Boise,N,,04/21/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6397,311 F St,Rupert,ID,83350-1849,208-647-6002,-113.676059,42.61479,,America/Boise,N,,07/01/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #11028,111 N Main Street,Aberdeen,ID,83210,986-356-0026,-112.839327,42.945451,,America/Boise,N,,08/07/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6564,253 Harrison St,American Falls,ID,83211-1231,208-915-3753,-112.852464,42.78522,,America/Boise,N,,12/09/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6641,120 W Chubbuck,Chubbuck,ID,83202-2315,208-425-6205,-112.467241,42.920924,,America/Boise,N,,03/24/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6824,1433 N Main St,Pocatello,ID,83204-2607,208-915-3755,-112.46279,42.8723,,America/Boise,N,,07/21/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6480,67 Sw Main St,Blackfoot,ID,83221-2720,208-690-5031,-112.345756,43.188621,,America/Boise,N,,11/11/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #8830,640 Humboldt Avenue,Wells,NV,89835,702-577-9900,-114.97355,41.1064,,America/Los_Angeles,N,,11/01/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Nevada,Family Dollar,2024-06-05
FAMILY DOLLAR #6982,560 S State St,Shelley,ID,83274-1470,208-497-6787,-112.131138,43.373675,,America/Boise,N,,07/28/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #12118,507 Center,Mccammon,ID,83250,848-321-1846,-112.19279,42.650967,,America/Boise,N,,04/12/2018 00:00:00,N,2022-03-20T23:59:59,2022-04-18T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6537,145 N Woodruff Ave,Idaho Falls,ID,83401-4302,208-497-6788,-112.002495,43.497232,,America/Boise,N,,11/24/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6849,247 S State St,Rigby,ID,83442-1425,986-222-6002,-111.915543,43.669301,,America/Boise,N,,08/27/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #8427,255 E. 50th S,Malad City,ID,83252,208-776-4786,-112.239054,42.185198,,America/Boise,N,,12/09/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #12220,4269 E County Line Road,Ririe,ID,83443,986-219-1391,-111.779236,43.626987,,America/Boise,N,,09/20/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6398,100 West 2nd North,St Anthony,ID,83445,208-497-6765,-111.683457,43.968661,,America/Boise,N,,08/12/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #6847,449 E Wendover Blvd,Wendover,UT,84083,435-243-6051,-114.037924,40.737561,,America/Denver,N,,02/16/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Utah,Family Dollar,2024-06-05
FAMILY DOLLAR #11130,177 Main Street,Ashton,ID,83420,208-776-4785,-111.4534828,44.07184667,,America/Boise,N,,06/25/2015 00:00:00,N,2021-09-05T23:59:59,2021-09-16T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #8263,170 S Main St.,Driggs,ID,83422,208-593-7047,-111.11306,43.721439,,America/Boise,N,,07/08/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Idaho,Family Dollar,2024-06-05
FAMILY DOLLAR #10939,4945 Us Highway 287 N,Ennis,MT,59729,406-312-9563,-111.73337551,45.35405497,,America/Denver,N,,01/14/2015 00:00:00,N,2021-10-10T23:59:59,2021-10-21T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #10895,19555 Frontage Road,Belgrade,MT,59714,406-577-5058,-111.18715373,45.78196474,,America/Denver,N,,06/18/2015 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #11121,515 S Mt Highway 2 W,Three Forks,MT,59752,406-285-1201,-111.55593026,45.88970421,,America/Denver,N,,11/24/2015 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #10666,1321 N Broadway Avenue,Red Lodge,MT,59068,406-200-6227,-109.246,45.2002,,America/Denver,N,,02/11/2015 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #7083,474 Mountain View St Ste 14a,Powell,WY,82435-2233,307-219-0823,-108.77067,44.748329,,America/Denver,N,,01/19/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Wyoming,Family Dollar,2024-06-05
FAMILY DOLLAR #12014,547 S Front St,Townsend,MT,59644,406-417-6395,-111.51735,46.31357,,America/Denver,N,,12/06/2017 00:00:00,N,2022-02-27T23:59:59,2022-03-28T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #10618,330 West 1st Avenue,Big Timber,MT,59011-7895,406-577-5059,-109.958803,45.833112,,America/Denver,N,,08/06/2014 00:00:00,N,2021-09-26T23:59:59,2021-10-07T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #10877,311 N Main Street,Bridger,MT,59014,406-200-6271,-108.913698,45.298751,,America/Denver,N,,08/07/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #10669,444 N. 9th St,Columbus,MT,59019,406-200-6270,-109.245483,45.639887,,America/Denver,N,,07/30/2014 00:00:00,N,2022-03-27T23:59:59,2022-04-25T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #8883,320 E Main Street,Lovell,WY,82431,307-527-0203,-108.38681,44.837211,,America/Denver,N,,06/21/2012 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Wyoming,Family Dollar,2024-06-05
FAMILY DOLLAR #12812,758 N 5th Street,Basin,WY,82410-5023,208-973-4155,-108.04146,44.388447,,America/Denver,N,,01/14/2022 00:00:00,N,,,Y,0,Wyoming,Family Dollar,2024-06-05
FAMILY DOLLAR #10817,324 N 6th Street,Greybull,WY,82426-1830,307-373-6000,-108.055852,44.492699,,America/Denver,N,,10/30/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Wyoming,Family Dollar,2024-06-05
FAMILY DOLLAR #11231,4188 State Avenue,Billings,MT,59101-3550,406-200-6220,-108.51967411,45.76940365,,America/Denver,N,,02/04/2015 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #12915,25451 Us Hwy 2,Cut Bank,MT,59427,406-770-6294,-112.34288,48.638313,,America/Denver,N,,01/18/2022 00:00:00,N,,,Y,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #12744,1980 W Roosevelt Hwy,Shelby,MT,59474-1549,406-770-6293,-111.88224,48.51747,,America/Denver,N,,01/18/2022 00:00:00,N,,,Y,0,Montana,Family Dollar,2024-06-05
FAMILY DOLLAR #13722,1295 State Route 530 Ne,Darrington,WA,98241-9744,206-504-3690,-121.612743,48.256694,,America/Los_Angeles,N,,02/08/2024 00:00:00,N,,,Y,0,Washington,Family Dollar,2024-06-05
FAMILY DOLLAR #12836,727 Us  Highway 14,Ranchester,WY,82839,307-381-6940,-107.17074,44.90831,,America/Denver,N,,03/03/2022 00:00:00,N,,,Y,0,Wyoming,Family Dollar,2024-06-05
FAMILY DOLLAR #7307,410 Broadway St,Sheridan,WY,82801-3919,307-429-6086,-106.954156,44.801992,,America/Denver,N,,06/29/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Wyoming,Family Dollar,2024-06-05
FAMILY DOLLAR #7825,611 Dundee Avenue,Elgin,IL,60120,630-503-2226,-88.273264,42.048643,,America/Chicago,N,,11/21/2007 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #1987,9 Clocktower Plaza,Elgin,IL,60120-7800,630-503-2224,-88.276,42.0288,,America/Chicago,N,,11/20/1991 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #3638,300 S Mclean Blvd Ste G,Elgin,IL,60123-1023,630-503-2225,-88.312713,42.026969,,America/Chicago,N,,02/18/1999 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #8514,131 East North Avenue,Glendale Heights,IL,60139-3746,630-480-8128,-88.084956,41.900914,,America/Chicago,N,,12/16/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #12008,1400 Lewis Avenue,North Chicago,IL,60064,224-416-4660,-87.85655067,42.33369872,,America/Chicago,N,,01/18/2018 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #13430,4516 N Harlem Ave.,Norridge,IL,60706-4712,708-697-2566,-87.808687,41.962004,,America/Chicago,N,,12/13/2022 00:00:00,N,,,Y,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #12345,3331 Belvidere Rd,Park City,IL,60085,224-447-2009,-87.883161,42.347302,,America/Chicago,N,,09/26/2019 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #11064,6701 W Belmont Avenue,Chicago,IL,60634,773-687-6416,-87.794132,41.938,,America/Chicago,N,,06/13/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6277,1106 Washington St,Waukegan,IL,60085-5302,847-672-2908,-87.845285,42.359949,,America/Chicago,N,,07/29/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #7538,905 N 25th Ave,Melrose Park,IL,60160-3022,708-538-3029,-87.863771,41.895212,,America/Chicago,N,,12/14/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5147,560 N Mannheim Rd,Hillside,IL,60162-1121,708-240-7385,-87.884764,41.881302,,America/Chicago,N,,04/25/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #2697,1313 N Lewis Ave,Waukegan,IL,60085-1755,847-672-2905,-87.854335,42.379071,,America/Chicago,N,,09/15/1995 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #3262,21 Town Centre Lane,Fox Lake,IL,60020-1872,847-629-1009,-88.178366,42.396207,,America/Chicago,N,,11/27/1997 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #8348,2845 North Central Avenue,Chicago,IL,60634-5307,773-687-6371,-87.766038,41.93264,,America/Chicago,N,,09/16/2010 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6290,1019 Madison St,Maywood,IL,60153-1936,708-938-2245,-87.845767,41.879097,,America/Chicago,N,,02/24/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5478,6240 N Western Ave,Chicago,IL,60659-2818,773-687-5406,-87.6901,41.995258,,America/Chicago,N,,11/21/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6092,3601 W Montrose Ave,Chicago,IL,60618-1024,773-687-6278,-87.718329,41.960832,,America/Chicago,N,,04/01/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6918,3239 W Lawrence Ave,Chicago,IL,60625-5222,773-943-7741,-87.709985,41.968199,,America/Chicago,N,,07/28/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6681,5222 W Grand Ave #5226,Chicago,IL,60639-3008,773-687-6414,-87.756894,41.917341,,America/Chicago,N,,09/02/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5539,4748 W Fullerton Ave,Chicago,IL,60639-1818,773-687-5311,-87.745599,41.92458,,America/Chicago,N,,09/25/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6423,1425 W Morse Ave,Chicago,IL,60626-3481,708-400-7995,-87.666818,42.007434,,America/Chicago,N,,01/27/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #12335,3411 W Addison Street,Chicago,IL,60618,872-264-3206,-87.71354682,41.94624225,,America/Chicago,N,,03/07/2019 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6778,5525 W Division St,Chicago,IL,60651-1246,773-687-6415,-87.764857,41.9019,,America/Chicago,N,,07/28/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #7078,3916 W Fullerton Ave,Chicago,IL,60647-2228,773-687-5385,-87.724981,41.924827,,America/Chicago,N,,06/29/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #7469,3429 Diversey Ave W,Chicago,IL,60647-1220,773-687-6382,-87.713657,41.931753,,America/Chicago,N,,08/10/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #2458,5410 W Chicago Ave,Chicago,IL,60651-2847,773-823-5132,-87.761274,41.895207,,America/Chicago,N,,06/22/1994 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6280,1360 N Pulaski Rd.,Chicago,IL,60651-1916,773-687-6365,-87.726696,41.905694,,America/Chicago,N,,05/26/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5002,100 S Laramie Ave,Chicago,IL,60644-3320,773-687-6412,-87.755302,41.879101,,America/Chicago,N,,04/11/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #7726,3217 West North Avenue,Chicago,IL,60647-4913,872-299-4711,-87.70778,41.9099,,America/Chicago,N,,06/21/2007 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6538,5660 W Roosevelt Rd,Chicago,IL,60644,773-687-6413,-87.766363,41.866455,,America/Chicago,N,,09/07/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5692,2720 W North Ave,Chicago,IL,60647-5237,312-741-3912,-87.695557,41.91056,,America/Chicago,N,,01/15/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6618,4247 W Madison St,Chicago,IL,60624-2215,773-798-6366,-87.732498,41.880402,,America/Chicago,N,,02/24/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6453,6101 W Cermak Road,Cicero,IL,60804-2091,708-348-0013,-87.776455,41.850456,,America/Chicago,N,,11/24/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #2668,2700 W Division St,Chicago,IL,60622-2853,708-515-4357,-87.694673,41.903266,,America/Chicago,N,,08/11/1995 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #10766,4165 1st Avenue,Lyons,IL,60534,708-853-1106,-87.83439271,41.81511233,,America/Chicago,N,,01/08/2015 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #11914,413 S Kedzie Avenue,Chicago,IL,60612-3346,773-475-8038,-87.70514,41.875244,,America/Chicago,N,,10/13/2017 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6460,1533 W Chicago Ave #37,Chicago,IL,60642-5237,708-400-8167,-87.66634,41.895859,,America/Chicago,N,,11/24/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #1940,3939 W Ogden Ave,Chicago,IL,60623-2444,773-461-0347,-87.7242,41.850327,,America/Chicago,N,,08/14/1991 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #11400,3644 W 26th Street,Chicago,IL,60623-3822,773-475-4014,-87.7165,41.8446,,America/Chicago,N,,01/21/2016 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5834,1700 W 18th St,Chicago,IL,60608-1914,773-687-6104,-87.668957,41.857992,,America/Chicago,N,,08/14/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #8532,6190 S. Archer Ave.,Chicago,IL,60638-2642,773-498-1642,-87.77394617,41.794242,,America/Chicago,N,,03/24/2011 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #2756,890 N Farnsworth Ave,Aurora,IL,60505-2411,630-423-0577,-88.283415,41.776547,,America/Chicago,N,,10/27/1995 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #12601,3542 South Archer....,Chicago,IL,60608,872-627-0076,-87.679192,41.829786,,America/Chicago,N,,10/29/2020 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6527,5711 W 63rd St,Chicago,IL,60638-5507,708-400-8761,-87.76458688,41.77776399,,America/Chicago,N,,01/20/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #7833,4938 S Kedzie Ave,Chicago,IL,60632-3008,773-498-1603,-87.705711,41.803013,,America/Chicago,N,,10/11/2007 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6669,890 N Lake St,Aurora,IL,60506-3141,630-425-0365,-88.316683,41.775105,,America/Chicago,N,,03/07/2024 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,Y,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #3158,3431 S Halsted St,Chicago,IL,60608-6707,773-475-2392,-87.645769,41.831668,,America/Chicago,N,,08/07/1997 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6514,2420 W 51st St,Chicago,IL,60632-1502,773-498-1639,-87.685137,41.801436,,America/Chicago,N,,11/18/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #12683,425 East New York St,Aurora,IL,60505,630-449-1273,-88.3079,41.755458,,America/Chicago,N,,10/27/2022 00:00:00,N,,,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #10874,6540 S Pulaski Road,Chicago,IL,60629-5136,773-498-1105,-87.722997,41.773724,,America/Chicago,N,06/27/2024,07/24/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,1,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5310,4646 S Halsted,Chicago,IL,60609-4414,773-475-2381,-87.647215,41.809706,,America/Chicago,N,,09/19/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5195,6414 S Western Avenue,Chicago,IL,60636-2432,872-299-6291,-87.683966,41.777013,,America/Chicago,N,,05/15/2003 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #7057,1615 W 59th St,Chicago,IL,60636-1734,773-498-1602,-87.665204,41.786514,,America/Chicago,N,,08/03/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #5358,8014 S Cicero Ave,Burbank,IL,60459-1508,708-907-4286,-87.742422,41.746288,,America/Chicago,N,,08/01/2002 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6595,6010 W 87th St,Burbank,IL,60459-2553,708-907-4282,-87.77047976,41.7343855,,America/Chicago,N,,11/22/2006 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #4014,8034 22nd Ave,Kenosha,WI,53143-6208,262-237-8982,-87.836667,42.557772,,America/Chicago,N,,01/27/2000 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Wisconsin,Family Dollar,2024-06-05
FAMILY DOLLAR #10987,4667 75th Street,Pleasant Prairie,WI,53142-3701,262-612-2057,-87.863819,42.565365,,America/Chicago,N,,03/12/2014 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Wisconsin,Family Dollar,2024-06-05
FAMILY DOLLAR #6944,2610 W 71st St,Chicago,IL,60629-2004,773-498-1104,-87.68867,41.764857,,America/Chicago,N,,08/27/2005 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #6083,4425 S Cottage Grove Ave,Chicago,IL,60653-3515,872-627-1306,-87.60627,41.814055,,America/Chicago,N,,05/27/2004 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #7653,5401 S Wentworth Ave,Chicago,IL,60609-6300,708-400-7228,-87.629311,41.796689,,America/Chicago,N,,02/22/2007 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #11464,6800 S Ashland Ave,Chicago,IL,60636,773-498-1927,-87.66433501,41.76994198,,America/Chicago,N,,01/29/2017 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
FAMILY DOLLAR #3895,6611 S Halsted St,Chicago,IL,60621-1811,708-252-7751,-87.643707,41.774016,,America/Chicago,N,,09/30/1999 00:00:00,N,2020-08-18T23:59:59,2021-08-26T23:59:59,N,0,Illinois,Family Dollar,2024-06-05
