store_id,store_name,street,city,state,zip,latitude,longitude,phone,store_details,state_name,brand
257,St Pete,2300 22nd Ave N,Saint Petersburg,FL,33713,27.790798,-82.664843,(727)898-1100,/l/St-Pete/FL/Saint-Petersburg/33713/257,Florida,Home Depot
258,Sunrise,2901 N University Dr,Sunrise,FL,33322,26.160574,-80.258965,(954)747-8226,/l/Sunrise/FL/Sunrise/33322/258,Florida,Home Depot
260,Melbourne,2829 W New Haven Ave,West Melbourne,FL,32904,28.07709,-80.667198,(321)728-1900,/l/Melbourne/FL/West-Melbourne/32904/260,Florida,Home Depot
261,W Colonial,7022 W Colonial Dr,Orlando,FL,32818,28.550459,-81.47702,(407)297-1151,/l/W-Colonial/FL/Orlando/32818/261,Florida,Home Depot
262,Casselberry,3455 S Us Hwy 17-92,Casselberry,FL,32707,28.676877,-81.334876,(407)332-9500,/l/Casselberry/FL/Casselberry/32707/262,Florida,Home Depot
263,Forest City,882 W State Rd 436,Altamonte Springs,FL,32714,28.662551,-81.415879,(407)865-5410,/l/Forest-City/FL/Altamonte-Springs/32714/263,Florida,Home Depot
264,Lake Mary,4600 W Lake Mary Blvd,Lake Mary,FL,32746,28.758011,-81.356269,(407)333-9650,/l/Lake-Mary/FL/Lake-Mary/32746/264,Florida,Home Depot
265,Kissimmee,2601 W Vine St,Kissimmee,FL,34741,28.30695,-81.430474,(407)935-9600,/l/Kissimmee/FL/Kissimmee/34741/265,Florida,Home Depot
266,E Colonial,6130 E Colonial Dr,Orlando,FL,32807,28.557643,-81.305728,(407)275-5771,/l/E-Colonial/FL/Orlando/32807/266,Florida,Home Depot
268,Cape Coral,3031 Ne Pine Island Rd,Cape Coral,FL,33909,26.68425,-81.907571,(239)656-3033,/l/Cape-Coral/FL/Cape-Coral/33909/268,Florida,Home Depot
270,Gainesville,7107 Nw 4th Blvd,Gainesville,FL,32607,29.654792,-82.418562,(352)332-7440,/l/Gainesville/FL/Gainesville/32607/270,Florida,Home Depot
272,Regency Sq,9520 Regency Square Blvd N,Jacksonville,FL,32225,30.327876,-81.550901,(904)727-7574,/l/Regency-Sq/FL/Jacksonville/32225/272,Florida,Home Depot
273,Venice,2450 Jacaranda Blvd,Venice,FL,34293,27.052649,-82.394508,(941)408-9400,/l/Venice/FL/Venice/34293/273,Florida,Home Depot
274,Jupiter,1694 W Indiantown Rd,Jupiter,FL,33458,26.932234,-80.123841,(561)747-6561,/l/Jupiter/FL/Jupiter/33458/274,Florida,Home Depot
275,Orange Park,1919 Wells Rd,Orange Park,FL,32073,30.189103,-81.7346,(904)269-3117,/l/Orange-Park/FL/Orange-Park/32073/275,Florida,Home Depot
276,Ft Myers,14655 S Tamiami Trail,Fort Myers,FL,33912,26.529496,-81.86768,(239)437-6333,/l/Ft-Myers/FL/Fort-Myers/33912/276,Florida,Home Depot
277,Miami (calle Ocho),3030 Sw 8th St,Miami,FL,33135,25.76323,-80.243807,(305)643-3777,/l/Miami-calle-Ocho/FL/Miami/33135/277,Florida,Home Depot
278,"Leesburg, FL",10825 Us Hwy 441,Leesburg,FL,34788,28.901713,-81.913416,(352)742-1252,/l/Leesburg-FL/FL/Leesburg/34788/278,Florida,Home Depot
279,Northgate,8815 N Florida Ave,Tampa,FL,33604,28.030116,-82.457843,(813)933-0302,/l/Northgate/FL/Tampa/33604/279,Florida,Home Depot
280,Naples,2251 Pine Ridge Rd,Naples,FL,34109,26.213487,-81.773404,(239)597-1515,/l/Naples/FL/Naples/34109/280,Florida,Home Depot
281,Spring Hill,4765 Commercial Way,Spring Hill,FL,34606,28.499751,-82.594208,(352)596-7699,/l/Spring-Hill/FL/Spring-Hill/34606/281,Florida,Home Depot
283,Ft Pierce,5880 Okeechobee Rd,Fort Pierce,FL,34947,27.418126,-80.38622,(772)489-3688,/l/Ft-Pierce/FL/Fort-Pierce/34947/283,Florida,Home Depot
284,Coral Springs,750 N University Dr,Coral Springs,FL,33071,26.241756,-80.257048,(954)752-4188,/l/Coral-Springs/FL/Coral-Springs/33071/284,Florida,Home Depot
285,Hollywood,1951 S State Rd #7,West Park,FL,33023,25.993967,-80.204069,(954)961-1761,/l/Hollywood/FL/West-Park/33023/285,Florida,Home Depot
287,Oviedo,1900 W State Rd 426,Oviedo,FL,32765,28.654435,-81.230369,(407)977-8566,/l/Oviedo/FL/Oviedo/32765/287,Florida,Home Depot
288,Holiday,1315 Us Hwy 19,Holiday,FL,34691,28.178048,-82.742136,(727)943-5048,/l/Holiday/FL/Holiday/34691/288,Florida,Home Depot
289,Pinellas Park,4040 Park Blvd,Pinellas Park,FL,33781,27.838613,-82.689856,(727)541-3606,/l/Pinellas-Park/FL/Pinellas-Park/33781/289,Florida,Home Depot
1324,St Johns,230 Durbin Pavilion Drive,Saint Johns,FL,32259,30.101008,-81.519355,(904)417-4600,/l/St-Johns/FL/Saint-Johns/32259/1324,Florida,Home Depot
1854,Gainesville Ne,5150 Nw 13th Street,Gainesville,FL,32609,29.701595,-82.343877,(352)371-8459,/l/Gainesville-Ne/FL/Gainesville/32609/1854,Florida,Home Depot
1855,Englewood,12621 Mccall Road,Port Charlotte,FL,33981,26.930761,-82.237787,(941)698-4014,/l/Englewood/FL/Port-Charlotte/33981/1855,Florida,Home Depot
1863,Ne Bradenton,5820 State Route 64 E,Bradenton,FL,34208,27.493238,-82.489151,(941)213-6700,/l/Ne-Bradenton/FL/Bradenton/34208/1863,Florida,Home Depot
3117,Palm Beach Gardens,5210 Donald Ross Rd,Palm Beach Gardens,FL,33418,26.883155,-80.110855,(561)946-6900,/l/Palm-Beach-Gardens/FL/Palm-Beach-Gardens/33418/3117,Florida,Home Depot
3118,Lantana,7233 Seacrest Blvd,Lantana,FL,33462,26.56979,-80.06796,(561)764-2100,/l/Lantana/FL/Lantana/33462/3118,Florida,Home Depot
3119,Estero,16972 Three Oaks Marketplace Dr,Fort Myers,FL,33912,26.495116,-81.803369,(239)387-6600,/l/Estero/FL/Fort-Myers/33912/3119,Florida,Home Depot
3331,Doral,1650 Nw 117th Place,Miami,FL,33182,25.788628,-80.388307,(786)598-5400,/l/Doral/FL/Miami/33182/3331,Florida,Home Depot
6301,Ft Walton,414b Mary Esther Cut Off Nw,Fort Walton Beach,FL,32548,30.425549,-86.641344,(850)301-0450,/l/Ft-Walton/FL/Fort-Walton-Beach/32548/6301,Florida,Home Depot
6302,Marathon,4555 Overseas Hwy,Marathon,FL,33050,24.713311,-81.083227,(305)289-1966,/l/Marathon/FL/Marathon/33050/6302,Florida,Home Depot
6303,Panama City,409 23rd St East,Panama City,FL,32405,30.189013,-85.626723,(850)913-8860,/l/Panama-City/FL/Panama-City/32405/6303,Florida,Home Depot
6304,Seminole,10550 Park Blvd,Seminole,FL,33772,27.837561,-82.784091,(727)399-9959,/l/Seminole/FL/Seminole/33772/6304,Florida,Home Depot
6305,East Brandon,1524 E Brandon Blvd,Brandon,FL,33511,27.939023,-82.262064,(813)655-3871,/l/East-Brandon/FL/Brandon/33511/6305,Florida,Home Depot
6306,Dixie Hwy,13501 S Dixie Hwy,Pinecrest,FL,33156,25.645194,-80.332103,(305)254-8765,/l/Dixie-Hwy/FL/Pinecrest/33156/6306,Florida,Home Depot
6310,N Hollywood/Stirling,3401 Oakwood Blvd,Hollywood,FL,33020,26.041794,-80.160127,(954)922-7886,/l/N-Hollywood-Stirling/FL/Hollywood/33020/6310,Florida,Home Depot
6311,Bruce B Downs,17601 Bruce B Downs Blvd,Tampa,FL,33647,28.128226,-82.364684,(813)971-7791,/l/Bruce-B-Downs/FL/Tampa/33647/6311,Florida,Home Depot
6312,N Lauderdale,1195 S State Rd 7,North Lauderdale,FL,33068,26.214485,-80.205464,(954)971-2743,/l/N-Lauderdale/FL/North-Lauderdale/33068/6312,Florida,Home Depot
6313,Key West,2811 N Roosevelt Blvd,Key West,FL,33040,24.567486,-81.772379,(305)293-1313,/l/Key-West/FL/Key-West/33040/6313,Florida,Home Depot
6314,Stuart,3030 Se Federal Hwy,Stuart,FL,34994,27.166879,-80.230563,(772)223-7216,/l/Stuart/FL/Stuart/34994/6314,Florida,Home Depot
6315,E Delray Beach,1400 Waterford Place,Delray Beach,FL,33444,26.436016,-80.08719,(561)272-5127,/l/E-Delray-Beach/FL/Delray-Beach/33444/6315,Florida,Home Depot
6316,Lake Worth II,5750 Jog Rd,Lake Worth,FL,33467,26.592636,-80.146173,(561)964-2168,/l/Lake-Worth-II/FL/Lake-Worth/33467/6316,Florida,Home Depot
6319,E Bradenton,5475 University Pkwy,Bradenton,FL,34201,27.390551,-82.459726,(941)358-3360,/l/E-Bradenton/FL/Bradenton/34201/6319,Florida,Home Depot
6320,E Palm Beach Lakes,1550 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,26.722447,-80.078925,(561)683-7221,/l/E-Palm-Beach-Lakes/FL/West-Palm-Beach/33401/6320,Florida,Home Depot
6321,Largo,10689 Ulmerton Road,Largo,FL,33771,27.89664,-82.785439,(727)581-2093,/l/Largo/FL/Largo/33771/6321,Florida,Home Depot
6322,N Miami/Biscayne,12055 Biscayne Blvd,Miami,FL,33181,25.886992,-80.163039,(305)981-2959,/l/N-Miami-Biscayne/FL/Miami/33181/6322,Florida,Home Depot
6323,Orange City,2300 Veterans Memorial Pkwy,Orange City,FL,32763,28.915242,-81.27914,(386)774-0649,/l/Orange-City/FL/Orange-City/32763/6323,Florida,Home Depot
6324,S Lakeland,6335 S Florida Ave,Lakeland,FL,33813,27.952154,-81.970868,(863)619-8955,/l/S-Lakeland/FL/Lakeland/33813/6324,Florida,Home Depot
6325,West Delray,15050 Jog Rd,Delray Beach,FL,33446,26.452718,-80.143731,(561)498-1251,/l/West-Delray/FL/Delray-Beach/33446/6325,Florida,Home Depot
6326,W Griffin,15885 Rick Case Honda Way,Davie,FL,33331,26.067407,-80.360123,(954)385-9418,/l/W-Griffin/FL/Davie/33331/6326,Florida,Home Depot
6327,Gandy Blvd,5125 S Dale Mabry Hwy,Tampa,FL,33611,27.889873,-82.507632,(813)835-9565,/l/Gandy-Blvd/FL/Tampa/33611/6327,Florida,Home Depot
6328,South Chase,13121 S Orange Blossom Trail,Orlando,FL,32837,28.375223,-81.402357,(407)240-2491,/l/South-Chase/FL/Orlando/32837/6328,Florida,Home Depot
6329,Sawgrass,12525 W Sunrise Blvd,Sunrise,FL,33323,26.148943,-80.31661,(954)835-9379,/l/Sawgrass/FL/Sunrise/33323/6329,Florida,Home Depot
6330,W Palm Beach,6800 Okeechobee Blvd,West Palm Beach,FL,33411,26.705905,-80.149313,(561)478-0783,/l/W-Palm-Beach/FL/West-Palm-Beach/33411/6330,Florida,Home Depot
6331,Alafaya Trail,350 N Alafaya Trail,Orlando,FL,32828,28.550925,-81.2073,(321)235-3600,/l/Alafaya-Trail/FL/Orlando/32828/6331,Florida,Home Depot
6332,Crystal River,70 N Suncoast Blvd,Crystal River,FL,34429,28.863481,-82.581668,(352)563-9800,/l/Crystal-River/FL/Crystal-River/34429/6332,Florida,Home Depot
6334,St Augustine,1750 Us Hwy 1 South,Saint Augustine,FL,32084,29.869904,-81.320674,(904)824-3657,/l/St-Augustine/FL/Saint-Augustine/32084/6334,Florida,Home Depot
6335,Port Orange,1551 Dunlawton Ave,Port Orange,FL,32127,29.11882,-81.021951,(386)760-6498,/l/Port-Orange/FL/Port-Orange/32127/6335,Florida,Home Depot
6336,Palm Bay,1140 Malabar Rd Se,Palm Bay,FL,32907,27.995894,-80.637802,(321)956-6805,/l/Palm-Bay/FL/Palm-Bay/32907/6336,Florida,Home Depot
6339,W Kendall,15750 Sw 88 St,Miami,FL,33196,25.683401,-80.447428,(305)387-5119,/l/W-Kendall/FL/Miami/33196/6339,Florida,Home Depot
6340,Sebring,2303 Us Hwy 27 N,Sebring,FL,33870,27.503484,-81.493628,(863)471-6119,/l/Sebring/FL/Sebring/33870/6340,Florida,Home Depot
6341,Davie II,5801 University Dr,Davie,FL,33328,26.048475,-80.252867,(954)252-1048,/l/Davie-II/FL/Davie/33328/6341,Florida,Home Depot
6343,Flagler II,7899 W Flagler St,Miami,FL,33144,25.769943,-80.324613,(786)388-9108,/l/Flagler-II/FL/Miami/33144/6343,Florida,Home Depot
6346,Jacksonville (lane Ave),855 Lane Ave South,Jacksonville,FL,32205,30.310128,-81.749818,(904)781-6208,/l/Jacksonville-lane-Ave/FL/Jacksonville/32205/6346,Florida,Home Depot
6348,South Naples,1651 Airport Pulling Rd S,Naples,FL,34112,26.13749,-81.766467,(239)793-2203,/l/South-Naples/FL/Naples/34112/6348,Florida,Home Depot
6349,Winter Park,5351 Diplomat Circle,Orlando,FL,32810,28.609237,-81.388227,(407)644-0461,/l/Winter-Park/FL/Orlando/32810/6349,Florida,Home Depot
6350,St Cloud West,4560 13th Street,Saint Cloud,FL,34769,28.257784,-81.318108,(407)498-0606,/l/St-Cloud-West/FL/Saint-Cloud/34769/6350,Florida,Home Depot
6351,N Jacksonville,12111 Lem Turner Rd,Jacksonville,FL,32218,30.450524,-81.701906,(904)766-2818,/l/N-Jacksonville/FL/Jacksonville/32218/6351,Florida,Home Depot
6353,Miramar,3183 Sw 160th Ave,Miramar,FL,33027,25.981879,-80.355599,(954)392-0767,/l/Miramar/FL/Miramar/33027/6353,Florida,Home Depot
6355,Florida City,33001 S Dixie Hwy,Florida City,FL,33034,25.459695,-80.472803,(786)243-9370,/l/Florida-City/FL/Florida-City/33034/6355,Florida,Home Depot
6356,Coconut Creek,4450 N State Rd 7,Coconut Creek,FL,33073,26.284368,-80.201839,(954)971-0643,/l/Coconut-Creek/FL/Coconut-Creek/33073/6356,Florida,Home Depot
6357,Clearwater,2495 Gulf To Bay Blvd,Clearwater,FL,33765,27.958986,-82.735051,(727)669-5993,/l/Clearwater/FL/Clearwater/33765/6357,Florida,Home Depot
6361,Hillsborough,6730 Memorial Hwy,Tampa,FL,33615,27.994308,-82.581974,(813)888-7111,/l/Hillsborough/FL/Tampa/33615/6361,Florida,Home Depot
6363,Palm Coast,10 Garden St North,Palm Coast,FL,32137,29.555446,-81.223139,(386)445-2497,/l/Palm-Coast/FL/Palm-Coast/32137/6363,Florida,Home Depot
6364,W St Petersburg,2070 Tyrone Blvd N,Saint Petersburg,FL,33710,27.788684,-82.727465,(727)347-1833,/l/W-St-Petersburg/FL/Saint-Petersburg/33710/6364,Florida,Home Depot
6365,Atlantic And Girvin,12721 Atlantic Blvd,Jacksonville,FL,32225,30.319705,-81.474756,(904)220-0822,/l/Atlantic-And-Girvin/FL/Jacksonville/32225/6365,Florida,Home Depot
6367,Millenia,4403 Millenia Plz Way,Orlando,FL,32839,28.498885,-81.426622,(407)226-1066,/l/Millenia/FL/Orlando/32839/6367,Florida,Home Depot
6368,Pace,4829 Highway 90,Pace,FL,32571,30.601411,-87.122559,(850)994-2260,/l/Pace/FL/Pace/32571/6368,Florida,Home Depot
6369,Fleming Island,1575 County Road 220,Orange Park,FL,32003,30.100437,-81.713677,(904)541-0114,/l/Fleming-Island/FL/Orange-Park/32003/6369,Florida,Home Depot
6371,Winter Haven,2000 8th St Nw,Winter Haven,FL,33881,28.045565,-81.733336,(863)293-6574,/l/Winter-Haven/FL/Winter-Haven/33881/6371,Florida,Home Depot
6372,E Fort Lauderdale,1000 Ne 4th Ave,Fort Lauderdale,FL,33304,26.137953,-80.139195,(954)763-1932,/l/E-Fort-Lauderdale/FL/Fort-Lauderdale/33304/6372,Florida,Home Depot
6373,Bonita Springs,11941 Bonita Beach Rd Se,Bonita Springs,FL,34135,26.329062,-81.756996,(239)947-5868,/l/Bonita-Springs/FL/Bonita-Springs/34135/6373,Florida,Home Depot
6374,W Tallahassee,1490 Capital Cir Nw,Tallahassee,FL,32303,30.467713,-84.362913,(850)350-9001,/l/W-Tallahassee/FL/Tallahassee/32303/6374,Florida,Home Depot
6375,Clermont,1530 E Hwy 50,Clermont,FL,34711,28.546756,-81.727728,(352)242-1870,/l/Clermont/FL/Clermont/34711/6375,Florida,Home Depot
6376,West Port St Lucie,700 Sw St Lucie W Blvd,Port Saint Lucie,FL,34986,27.313802,-80.395441,(772)878-4206,/l/West-Port-St-Lucie/FL/Port-Saint-Lucie/34986/6376,Florida,Home Depot
6377,Destin,4385 Commons Dr West,Destin,FL,32541,30.389144,-86.440947,(850)650-4175,/l/Destin/FL/Destin/32541/6377,Florida,Home Depot
6378,E Hialeah,950 Se 12th St,Hialeah,FL,33010,25.811229,-80.260881,(305)883-7748,/l/E-Hialeah/FL/Hialeah/33010/6378,Florida,Home Depot
6379,Royal Palm,220 South State Road 7,West Palm Beach,FL,33414,26.676286,-80.200583,(561)793-7048,/l/Royal-Palm/FL/West-Palm-Beach/33414/6379,Florida,Home Depot
6380,Riverview,10151 Bloomingdale Ave,Riverview,FL,33578,27.891253,-82.333405,(813)246-5714,/l/Riverview/FL/Riverview/33578/6380,Florida,Home Depot
6381,N Melbourne,5100 N Wickham Road,Melbourne,FL,32940,28.19172,-80.674045,(321)242-4607,/l/N-Melbourne/FL/Melbourne/32940/6381,Florida,Home Depot
6851,Poinciana,1651 S Poinciana Blvd,Kissimmee,FL,34758,28.256535,-81.482305,(407)932-2196,/l/Poinciana/FL/Kissimmee/34758/6851,Florida,Home Depot
6852,Pembroke Pines (r0259),11001 Pines Blvd,Pembroke Pines,FL,33026,26.009887,-80.294135,(954)437-2902,/l/Pembroke-Pines-r0259/FL/Pembroke-Pines/33026/6852,Florida,Home Depot
6853,Pensacola,5309 N Davis Highway,Pensacola,FL,32503,30.475371,-87.228086,(850)478-9493,/l/Pensacola/FL/Pensacola/32503/6853,Florida,Home Depot
6856,Coconut Grove,2999 Sw 32nd Ave,Miami,FL,33133,25.73608,-80.244242,(305)443-3534,/l/Coconut-Grove/FL/Miami/33133/6856,Florida,Home Depot
6864,Lake City,215 Sw Home Depot Drive,Lake City,FL,32025,30.176621,-82.666066,(386)755-0761,/l/Lake-City/FL/Lake-City/32025/6864,Florida,Home Depot
6865,East Port Richey,8445 Little Road,New Port Richey,FL,34654,28.279522,-82.679227,(727)847-4606,/l/East-Port-Richey/FL/New-Port-Richey/34654/6865,Florida,Home Depot
6869,Orlando Se,7007 Narcoossee Road,Orlando,FL,32822,28.463848,-81.271327,(407)273-2024,/l/Orlando-Se/FL/Orlando/32822/6869,Florida,Home Depot
6871,Titusville,3373 Ronald Mcnair Way,Titusville,FL,32780,28.55185,-80.846049,(321)383-8334,/l/Titusville/FL/Titusville/32780/6871,Florida,Home Depot
6872,Hialeah Gardens,13895 W Okeechobee Rd,Hialeah Gardens,FL,33018,25.896724,-80.376956,(305)827-0338,/l/Hialeah-Gardens/FL/Hialeah-Gardens/33018/6872,Florida,Home Depot
6878,Okeechobee,2700 Hwy 441 South,Okeechobee,FL,34974,27.219668,-80.828193,(863)467-0292,/l/Okeechobee/FL/Okeechobee/34974/6878,Florida,Home Depot
6890,Jacksonville W (oakleaf),9751 Crosshill Blvd,Jacksonville,FL,32222,30.199556,-81.830586,(904)771-3228,/l/Jacksonville-W-oakleaf/FL/Jacksonville/32222/6890,Florida,Home Depot
6921,Yulee,463785 State Road,Yulee,FL,32097,30.628861,-81.549321,(904)225-2940,/l/Yulee/FL/Yulee/32097/6921,Florida,Home Depot
6932,Pensacola West,4525 Mobile Hwy,Pensacola,FL,32506,30.434354,-87.278993,(850)453-3348,/l/Pensacola-West/FL/Pensacola/32506/6932,Florida,Home Depot
6934,Port St Lucie-South,2200 Sw Gatlin Boulevard,Port Saint Lucie,FL,34953,27.262369,-80.416482,(772)204-9829,/l/Port-St-Lucie-South/FL/Port-Saint-Lucie/34953/6934,Florida,Home Depot
6935,Middleburg,1575 Branan Field Road,Middleburg,FL,32068,30.105777,-81.829756,(904)589-9516,/l/Middleburg/FL/Middleburg/32068/6935,Florida,Home Depot
6936,New Smyrna Beach,2359 State Rd 44,New Smyrna Beach,FL,32168,29.015675,-80.965327,(386)423-0394,/l/New-Smyrna-Beach/FL/New-Smyrna-Beach/32168/6936,Florida,Home Depot
6950,Punta Gorda,3941 Tamiami Trail #1111,Punta Gorda,FL,33950,26.888669,-82.02514,(941)575-9799,/l/Punta-Gorda/FL/Punta-Gorda/33950/6950,Florida,Home Depot
6951,Sun City,3730 Sun City Center Blvd,Ruskin,FL,33573,27.715819,-82.375869,(813)633-3161,/l/Sun-City/FL/Ruskin/33573/6951,Florida,Home Depot
6974,Jacksonville Beach,3790 Third Street South,Jacksonville Beach,FL,32250,30.258714,-81.390289,(904)247-7225,/l/Jacksonville-Beach/FL/Jacksonville-Beach/32250/6974,Florida,Home Depot
6975,S Cape Coral,2508 Skyline Boulevard,Cape Coral,FL,33914,26.605068,-81.993192,(239)242-8093,/l/S-Cape-Coral/FL/Cape-Coral/33914/6975,Florida,Home Depot
6976,Deerwood,11905 Sw 152nd St,Miami,FL,33177,25.62923,-80.386916,(305)234-9951,/l/Deerwood/FL/Miami/33177/6976,Florida,Home Depot
8444,Ft Myers East,3402 Forum Blvd,Fort Myers,FL,33905,26.614106,-81.798693,(239)278-5201,/l/Ft-Myers-East/FL/Fort-Myers/33905/8444,Florida,Home Depot
8446,Panama City Beach,11500 Panama City Beach Pkwy,Panama City,FL,32407,30.198531,-85.812622,(850)234-2018,/l/Panama-City-Beach/FL/Panama-City/32407/8446,Florida,Home Depot
8447,Lady Lake,871 North Highway 27,Lady Lake,FL,32159,28.935383,-81.936518,(352)751-7600,/l/Lady-Lake/FL/Lady-Lake/32159/8447,Florida,Home Depot
8472,N Pensacola,541 W Nine Mile Road,Pensacola,FL,32534,30.532395,-87.280795,(850)476-1641,/l/N-Pensacola/FL/Pensacola/32534/8472,Florida,Home Depot
8528,North Port,18000 Tamiami Trail,North Port,FL,34287,27.034037,-82.21469,(941)240-5935,/l/North-Port/FL/North-Port/34287/8528,Florida,Home Depot
8531,Palatka,417 N Highway 19,Palatka,FL,32177,29.652524,-81.669991,(386)325-5857,/l/Palatka/FL/Palatka/32177/8531,Florida,Home Depot
8545,Sebastian,13361 Us Hwy 1,Sebastian,FL,32958,27.83619,-80.486356,(772)589-1383,/l/Sebastian/FL/Sebastian/32958/8545,Florida,Home Depot
8926,Apopka,1670 W Orange Blossom Trail,Apopka,FL,32712,28.686178,-81.540959,(407)880-4778,/l/Apopka/FL/Apopka/32712/8926,Florida,Home Depot
8929,Zephyrhills,32715 Eiland Blvd,Zephyrhills,FL,33545,28.220209,-82.249332,(813)788-1642,/l/Zephyrhills/FL/Zephyrhills/33545/8929,Florida,Home Depot
105,Duluth,3755 Shackleford Rd,Duluth,GA,30096,33.948817,-84.133288,(770)564-2607,/l/Duluth/GA/Duluth/30096/105,Georgia,Home Depot
106,Kennesaw,449 Roberts Ct Nw,Kennesaw,GA,30144,34.007236,-84.563165,(770)424-1309,/l/Kennesaw/GA/Kennesaw/30144/106,Georgia,Home Depot
110,Lilburn,4121 Hwy 78,Lilburn,GA,30047,33.83745,-84.073982,(770)985-1077,/l/Lilburn/GA/Lilburn/30047/110,Georgia,Home Depot
111,Merchants Walk,4101 Roswell Rd,Marietta,GA,30062,33.980862,-84.435155,(770)977-9700,/l/Merchants-Walk/GA/Marietta/30062/111,Georgia,Home Depot
114,Morrow,2034 Mt Zion Rd,Morrow,GA,30260,33.564382,-84.322484,(770)478-9990,/l/Morrow/GA/Morrow/30260/114,Georgia,Home Depot
115,Tilly Mill,4343 Tilly Mill Rd,Atlanta,GA,30360,33.92077,-84.279561,(770)452-8858,/l/Tilly-Mill/GA/Atlanta/30360/115,Georgia,Home Depot
116,Woodstock,"9037 Hwy 92, Ste 100",Woodstock,GA,30189,34.086493,-84.538982,(770)591-8663,/l/Woodstock/GA/Woodstock/30189/116,Georgia,Home Depot
117,Wages Drive,2295 Lawrenceville Hwy,Decatur,GA,30033,33.813032,-84.268866,(404)315-0015,/l/Wages-Drive/GA/Decatur/30033/117,Georgia,Home Depot
118,Wesley Chapel,4325 New Snapfinger Woods Dr,Decatur,GA,30035,33.711236,-84.185615,(770)981-4553,/l/Wesley-Chapel/GA/Decatur/30035/118,Georgia,Home Depot
119,Augusta,499 Bobby Jones Expy Ste B,Augusta,GA,30907,33.500947,-82.090076,(706)650-7662,/l/Augusta/GA/Augusta/30907/119,Georgia,Home Depot
121,Cumberland,2450 Cumberland Pkwy,Atlanta,GA,30339,33.862126,-84.476161,(770)432-9930,/l/Cumberland/GA/Atlanta/30339/121,Georgia,Home Depot
122,Savannah,11180 Abercorn St,Savannah,GA,31419,31.98311,-81.144404,(912)921-0158,/l/Savannah/GA/Savannah/31419/122,Georgia,Home Depot
123,Jonesboro,3885 Jonesboro Rd,Atlanta,GA,30354,33.648727,-84.367841,(404)361-5634,/l/Jonesboro/GA/Atlanta/30354/123,Georgia,Home Depot
126,Lawrenceville,875 Lawrenceville-suwanee Rd,Lawrenceville,GA,30043,33.970177,-84.014594,(770)338-9830,/l/Lawrenceville/GA/Lawrenceville/30043/126,Georgia,Home Depot
127,"Fayetteville, GA",103 Pavillion Pkwy,Fayetteville,GA,30214,33.482273,-84.437318,(770)461-9819,/l/Fayetteville-GA/GA/Fayetteville/30214/127,Georgia,Home Depot
128,Conyers,1330 Dogwood Dr,Conyers,GA,30013,33.655018,-83.999288,(770)918-9670,/l/Conyers/GA/Conyers/30013/128,Georgia,Home Depot
129,Athens,1740 Epps Bridge Rd,Athens,GA,30606,33.913862,-83.446391,(706)353-6079,/l/Athens/GA/Athens/30606/129,Georgia,Home Depot
130,Cascade,1032 Research Ctr Atlanta Dr,Atlanta,GA,30331,33.727308,-84.50403,(404)691-2077,/l/Cascade/GA/Atlanta/30331/130,Georgia,Home Depot
131,N Fulton,5950 State Bridge Rd,Duluth,GA,30097,34.014438,-84.188895,(770)476-4460,/l/N-Fulton/GA/Duluth/30097/131,Georgia,Home Depot
132,"Carrollton, GA",1332 S Park St,Carrollton,GA,30117,33.552445,-85.07156,(770)832-1796,/l/Carrollton-GA/GA/Carrollton/30117/132,Georgia,Home Depot
133,Cartersville,100 Gentilly Blvd,Cartersville,GA,30120,34.18603,-84.786514,(770)606-0298,/l/Cartersville/GA/Cartersville/30120/133,Georgia,Home Depot
134,Cumming,1000 Market Pl Blvd,Cumming,GA,30041,34.179966,-84.129826,(770)888-8135,/l/Cumming/GA/Cumming/30041/134,Georgia,Home Depot
136,Columbus,2891 Sowega Dr,Columbus,GA,31909,32.524739,-84.949742,(706)322-9240,/l/Columbus/GA/Columbus/31909/136,Georgia,Home Depot
137,Dalton,875 Shugart,Dalton,GA,30720,34.790141,-84.999467,(706)278-8881,/l/Dalton/GA/Dalton/30720/137,Georgia,Home Depot
138,Griffin,1435 Highway 16 W,Griffin,GA,30223,33.249522,-84.289595,(770)233-9411,/l/Griffin/GA/Griffin/30223/138,Georgia,Home Depot
139,Rome,103 Hicks Dr,Rome,GA,30161,34.254076,-85.162681,(706)236-9030,/l/Rome/GA/Rome/30161/139,Georgia,Home Depot
140,Valdosta,1825 Norman Dr,Valdosta,GA,31601,30.843924,-83.314935,(229)293-9008,/l/Valdosta/GA/Valdosta/31601/140,Georgia,Home Depot
141,Brunswick,200 Altama Connector,Brunswick,GA,31520,31.212387,-81.492368,(912)264-2025,/l/Brunswick/GA/Brunswick/31520/141,Georgia,Home Depot
143,Douglasville,7399 Douglas Blvd,Douglasville,GA,30135,33.72266,-84.766318,(770)577-8311,/l/Douglasville/GA/Douglasville/30135/143,Georgia,Home Depot
144,Snellville,1670 Scenic Hwy North,Snellville,GA,30078,33.883033,-84.007984,(770)982-6166,/l/Snellville/GA/Snellville/30078/144,Georgia,Home Depot
145,"Canton, GA",2200 Riverstone Blvd,Canton,GA,30114,34.253045,-84.47404,(770)720-8910,/l/Canton-GA/GA/Canton/30114/145,Georgia,Home Depot
