location_name,location_number,street,city,state_name,zip,phone,latitude,longitude,open_date,state,brand,updated
Grand Junction - Mesa Mall,1580,2416 Highway 6 & 50,Grand Junction,Colorado,815051102,9702437355,39.091065,-108.605597,2002-10-14,CO,Olive Garden,2024-03-30
Farmington,1847,5150 East Main Street,Farmington,New Mexico,874024423,5053240546,36.76947,-108.144638,2010-05-31,NM,Olive Garden,2024-03-30
Warren,1062,30600 Van Dyke,Warren,Michigan,480932169,5865742616,42.518563,-83.028063,1987-05-25,MI,Olive Garden,2024-03-30
Dearborn,1427,16151 Ford Rd.,Dearborn,Michigan,481264131,3132406100,42.328626,-83.201201,1994-01-10,MI,Olive Garden,2024-03-30
Eastpointe,1252,24845 Gratiot Avenue,Eastpointe,Michigan,480213314,5867786670,42.478423,-82.949658,1991-03-25,MI,Olive Garden,2024-03-30
Rochester Hills MI - Emagine Movie Theater,1182,2615 Rochester Road S,Rochester Hills,Michigan,483074581,2488536960,42.641467,-83.131149,1991-11-18,MI,Olive Garden,2024-03-30
Sterling Heights - Lakeside Circle,1083,13835 Lakeside Circle,Sterling Heights,Michigan,483131317,5862478880,42.626262,-82.990663,1988-10-17,MI,Olive Garden,2024-03-30
Southgate,1172,15355 Eureka Road,Southgate,Michigan,481952648,7342827838,42.198447,-83.209866,1990-01-22,MI,Olive Garden,2024-03-30
Auburn Hills,1562,700 Brown Rd,Auburn Hills,Michigan,483261308,2483931812,42.705167,-83.290223,2002-04-10,MI,Olive Garden,2024-03-30
Chesterfield - Detroit MI,6430,27169 23 Mile Road,Chesterfield,Michigan,480512045,5865984876,42.67534543,-82.83677121,2020-09-28,MI,Olive Garden,2024-03-30
Yuba City,6433,998 North Walton Ave,Yuba City,California,959938634,5306711201,39.14123413,-121.64490466,2019-11-15,CA,Olive Garden,2024-03-30
Westgate Marketplace,4444,6330 SW 3rd St,Oklahoma City,Oklahoma,731281022,4054400345,35.4614168,-97.62572489,2013-04-29,OK,Olive Garden,2024-03-30
OKC - Penn Square,1591,1844 Northwest Expressway,Oklahoma City,Oklahoma,731181421,4058432461,35.521835,-97.544295,1987-11-02,OK,Olive Garden,2024-03-30
OKC South,1140,2321 W I 240 Service Rd,Oklahoma City,Oklahoma,731598254,4056850781,35.392184,-97.553353,1989-01-16,OK,Olive Garden,2024-03-30
OKC - Quail Springs,1307,2639 W Memorial,Oklahoma City,Oklahoma,731348091,4057498188,35.610316,-97.56239,1991-12-16,OK,Olive Garden,2024-03-30
Midwest City - Warren Theater,6451,5915 SE 15th Street,Oklahoma City,Oklahoma,731102615,4057398295,35.45013894,-97.41871436,2020-11-16,OK,Olive Garden,2024-03-30
Norman,1480,117 Ed Noble Parkway,Norman,Oklahoma,730724800,4055730188,35.217591,-97.488326,1995-03-07,OK,Olive Garden,2024-03-30
Stillwater,4426,2100 N. Perkins Rd.,Stillwater,Oklahoma,740753075,4056241225,36.143293,-97.05219317,2012-04-30,OK,Olive Garden,2024-03-30
Lawton,1736,4021 NW Cache Road,Lawton,Oklahoma,735053633,5803551407,34.624146,-98.445119,2008-01-14,OK,Olive Garden,2024-03-30
Tulsa - Utica Square,6499,2033 S Utica Square E,Tulsa,Oklahoma,741141620,9188773954,36.13116503011761,-95.96317372922067,1992-05-25,OK,Olive Garden,2024-03-30
Tulsa - Memorial,1054,7019 S Memorial Drive,Tulsa,Oklahoma,741332037,9182540082,36.062018,-95.885692,1987-06-22,OK,Olive Garden,2024-03-30
El Paso North,6459,4800 Woodrow Bean Dr,El Paso,Texas,799244406,9152611375,31.89801,-106.43259,2022-02-28,TX,Olive Garden,2024-03-30
El Paso - Sunland Mall,1202,740 Sunland Park Drive,El Paso,Texas,799126700,9155851097,31.817353,-106.545573,1990-05-07,TX,Olive Garden,2024-03-30
El Paso - Gateway Blvd,1232,8401 Gateway Blvd West,El Paso,Texas,799255668,9157729287,31.7736237,-106.3791777,1990-10-29,TX,Olive Garden,2024-03-30
El Paso - Joe Battle Blvd,1749,1870 Joe Battle Blvd,El Paso,Texas,799360962,9158578580,31.757624,-106.266786,2007-12-03,TX,Olive Garden,2024-03-30
Las Cruces,1840,100 N Telshor Blvd,Las Cruces,New Mexico,880118284,5755220124,32.318892,-106.748418,2010-05-10,NM,Olive Garden,2024-03-30
Eugene - Valley River Center Mall,1528,1077 Valley River Dr,Eugene,Oregon,974012145,5413498929,44.071319,-123.104333,1998-05-11,OR,Olive Garden,2024-03-30
Medford,1592,3125 Crater Lake Hwy,Medford,Oregon,975049179,5418571733,42.361781,-122.85902,2003-02-03,OR,Olive Garden,2024-03-30
Salem - Lancaster Mall,1311,1302 Lancaster Drive NE,Salem,Oregon,973011929,5033646885,44.946125,-122.983191,1992-01-08,OR,Olive Garden,2024-03-30
Bend - Cascade Village,1829,63459 Highway 97,Bend,Oregon,977038492,5413124760,44.104879,-121.298618,2010-01-18,OR,Olive Garden,2024-03-30
Lake Oswego,1394,6355 SW Meadows Rd.,Lake Oswego,Oregon,970353263,5036843160,45.418079,-122.742125,1993-11-01,OR,Olive Garden,2024-03-30
Clackamas Promenade,1158,8700 SE Sunnyside,Clackamas,Oregon,970157777,5036521200,45.432885,-122.573856,1989-11-27,OR,Olive Garden,2024-03-30
Beaverton Town Center,1213,11650 SW Canyon Road,Beaverton,Oregon,970052225,5036440607,45.489208,-122.796677,1990-06-04,OR,Olive Garden,2024-03-30
Columbia MO,1215,1300 Interstate 70 Dr S.W.,Columbia,Missouri,652032054,5734432082,38.963818,-92.357903,1990-06-04,MO,Olive Garden,2024-03-30
Springfield IL - White Oaks Plaza,1178,2991 S Veterans Parkway,Springfield,Illinois,627046404,2177930318,39.765126,-89.707193,1990-01-22,IL,Olive Garden,2024-03-30
San Antonio - Culebra and W. Loop 1604,1783,5439 W Loop 1604 N,San Antonio,Texas,782537307,2106812583,29.489525,-98.708312,2008-10-13,TX,Olive Garden,2024-03-30
Naples,1195,1565 5th Avenue S,Naples,Florida,341023437,2397741222,26.139024,-81.783184,1990-03-26,FL,Olive Garden,2024-03-30
Coconut Point Mall,1873,8091 Plaza Del Lago Drive,Estero,Florida,339285300,2399491883,26.40588,-81.80888,2011-10-24,FL,Olive Garden,2024-03-30
Gulf Coast Town Center,1895,10020 University Plaza Drive,Fort Myers,Florida,339136012,2394330164,26.4923394,-81.78594813,2012-04-30,FL,Olive Garden,2024-03-30
Fort Myers,1051,12870 S Cleveland Avenue,Fort Myers,Florida,339073822,2399367770,26.554875,-81.872432,1987-05-25,FL,Olive Garden,2024-03-30
Cape Coral - Coral Walk Shopping Center,1748,1910 Pine Island Road NE,Cape Coral,Florida,339091728,2395730480,26.671165,-81.932392,2008-04-21,FL,Olive Garden,2024-03-30
Port Charlotte - Town Center Mall,1197,1341 Tamiami Trail,Port Charlotte,Florida,339481003,9416258807,27.012,-82.145898,1990-04-02,FL,Olive Garden,2024-03-30
Miami - Kendall,4493,8925 SW 162nd Avenue,Miami,Florida,331966434,3054086810,25.68351819,-80.45480815,2018-07-23,FL,Olive Garden,2024-03-30
Pembroke Lakes Mall,1409,11425 Pines Blvd,Pembroke Pines,Florida,330264103,9544325529,26.008376,-80.300862,1994-03-28,FL,Olive Garden,2024-03-30
Hialeah,1884,1350 W 49th St.,Hialeah,Florida,330123218,3058191541,25.866242,-80.309914,2012-03-19,FL,Olive Garden,2024-03-30
Coral Springs,1078,1555 N University Dr,Coral Springs,Florida,330716041,9543445226,26.250634,-80.252445,1988-05-02,FL,Olive Garden,2024-03-30
Rockford - State Street,1233,6367 E State Street,Rockford,Illinois,611082540,8153993176,42.26706,-88.99204,1990-11-12,IL,Olive Garden,2024-03-30
Torrance,1018,23442 Hawthorne Blvd,Torrance,California,905054705,3103730395,33.812637,-118.349889,1986-07-28,CA,Olive Garden,2024-03-30
Vero Beach,1737,5995 20th Street,Vero Beach,Florida,329664678,7725673223,27.63826,-80.45011,2008-04-28,FL,Olive Garden,2024-03-30
West Melbourne,1283,2508 W New Haven Avenue,West Melbourne,Florida,329043702,3217222204,28.079351,-80.662647,1991-08-19,FL,Olive Garden,2024-03-30
Port Saint Lucie - Tradition,1757,10221 SW Meeting St,Port Saint Lucie,Florida,349872360,7723453691,27.265701,-80.428613,2008-08-04,FL,Olive Garden,2024-03-30
Jensen Beach,1122,3447 NW Federal Way,Jensen Beach,Florida,349574403,7726921593,27.247407,-80.272503,1989-05-08,FL,Olive Garden,2024-03-30
Merritt Island,1091,205 E Merritt Island Causeway,Merritt Island,Florida,329523636,3214590306,28.356573,-80.696425,1988-03-07,FL,Olive Garden,2024-03-30
Sebring,1741,1696 US-27,Sebring,Florida,338701918,8633140350,27.497268,-81.48719,2008-03-24,FL,Olive Garden,2024-03-30
Orlando - Lake Nona,6465,12275 Narcoossee Rd,Orlando,Florida,328326919,3213549535,28.38658,-81.24389,2023-01-23,FL,Olive Garden,2024-03-30
Palm Beach Gardens,6445,3533 North Lake Blvd,West Palm Beach,Florida,334031625,5613282080,26.80903381,-80.09056821,2021-11-08,FL,Olive Garden,2024-03-30
Kissimmee - The Loop at Hunters Creek,1739,1604 W. Osceola Pkwy,Kissimmee,Florida,347410729,4078462720,28.341708,-81.421739,2007-11-26,FL,Olive Garden,2024-03-30
Orlando - Waterford Lakes Near UCF,1181,11882 E Colonial Drive,Orlando,Florida,328264701,4073818084,28.56587,-81.205297,1990-01-29,FL,Olive Garden,2024-03-30
Aventura,1839,17985 Biscayne Blvd,Aventura,Florida,331602502,3059326310,25.941999,-80.148084,1987-09-14,FL,Olive Garden,2024-03-30
Plantation - The Fountains,1107,807 S University Drive,Plantation,Florida,333243317,9544247201,26.111458,-80.251162,1989-05-08,FL,Olive Garden,2024-03-30
Fort Lauderdale,1061,5550 N Federal Hwy,Fort Lauderdale,Florida,333083209,9547763341,26.195387,-80.111453,1987-08-17,FL,Olive Garden,2024-03-30
Miami - Flagler,1244,8201 W Flagler,Miami,Florida,331442027,3052665000,25.770298,-80.329057,1991-01-28,FL,Olive Garden,2024-03-30
Boca Raton - Palms Plaza,1081,22161 Powerline Road,Boca Raton,Florida,334335046,5617500786,26.347751,-80.154279,1988-05-23,FL,Olive Garden,2024-03-30
Cutler Bay,4429,20345 S Dixie Highway,Cutler Bay,Florida,331891266,3052781220,25.57741627,-80.37020351,2012-08-27,FL,Olive Garden,2024-03-30
North Colorado Springs - Chapel Hills Mall,1263,7815 N Academy Blvd,Colorado Springs,Colorado,809203901,7192606677,38.946329,-104.800665,1991-06-24,CO,Olive Garden,2024-03-30
South Colorado Springs - Citadel Crossing Mall,1247,513 Academy Boulevard,Colorado Springs,Colorado,809098300,7195911210,38.841583,-104.756653,1991-01-21,CO,Olive Garden,2024-03-30
Highlands Ranch,1329,2520 E Co Line Road,Highlands Ranch,Colorado,801263232,3038439822,39.565255,-104.959749,1992-05-11,CO,Olive Garden,2024-03-30
Aurora - Southlands Pkwy,1714,6089 South Southlands  Parkway,Aurora,Colorado,800165316,3034000199,39.605554,-104.711814,2007-06-18,CO,Olive Garden,2024-03-30
Littleton - Southwest Plaza Mall,1242,5380 S Wadsworth Blvd,Littleton,Colorado,801232227,3039780444,39.619784,-105.090511,1991-01-21,CO,Olive Garden,2024-03-30
Aurora - S Havana St,1250,2390 S Havana Street,Aurora,Colorado,800141610,3037459945,39.673331,-104.865089,1991-04-01,CO,Olive Garden,2024-03-30
Belmar,1486,7655 W. Alameda Ave.,Lakewood,Colorado,802263101,3032310083,39.711596,-105.082559,1995-05-22,CO,Olive Garden,2024-03-30
DENVER - THE SHOPS AT NORTHFIELD,1727,8314 Northfield Blvd,Denver,Colorado,802383531,3033711147,39.779354,-104.89092,2008-02-11,CO,Olive Garden,2024-03-30
Denver West,4465,14175 West Colfax Ave,Lakewood,Colorado,804013281,3032770535,39.73665,-105.15837,2014-02-03,CO,Olive Garden,2024-03-30
Pueblo,1708,3240 N. Elizabeth St,Pueblo,Colorado,810081141,7192530033,38.303761,-104.614001,2007-02-05,CO,Olive Garden,2024-03-30
Little Rock - Rodney Parham Rd.,1321,10715 N Rodney Parham Rd,Little Rock,Arkansas,722124112,5012257673,34.768825,-92.392213,1992-03-09,AR,Olive Garden,2024-03-30
North Little Rock,1189,2943 Lakewood Village Drive,North Little Rock,Arkansas,721168033,5017584603,34.79399,-92.231721,1989-10-30,AR,Olive Garden,2024-03-30
Benton,6471,16732 Interstate 30 N,Benton,Arkansas,720192901,5015753353,34.573952,-92.590773,2022-09-12,AR,Olive Garden,2024-03-30
Conway - Museum Rd,6497,554 Museum Road,Conway,Arkansas,720325921,5015854482,35.08781,-92.41748,2023-10-23,AR,Olive Garden,2024-03-30
Hot Springs,1680,4108 Central Ave,Hot Springs,Arkansas,719137293,5015251070,34.453995,-93.066956,2006-10-23,AR,Olive Garden,2024-03-30
Fort Smith,1506,7515 Rogers Ave.,Fort Smith,Arkansas,729035539,4794787008,35.352374,-94.349203,1996-02-19,AR,Olive Garden,2024-03-30
Texarkana - Central Mall,1677,3101 Mall Drive,Texarkana,Texas,755032434,9038387730,33.459574,-94.077286,2006-03-27,TX,Olive Garden,2024-03-30
Southaven - Airways,1667,6615 Airways Blvd,Southaven,Mississippi,386718116,6625363350,34.95717,-89.990734,2005-11-21,MS,Olive Garden,2024-03-30
Fayetteville AR - Mall Ave,1590,3616 North Mall Ave,Fayetteville,Arkansas,727034901,4794434438,36.117059,-94.149575,2002-12-11,AR,Olive Garden,2024-03-30
Greenwood Park Mall,1007,1274 US Highway 31,Greenwood,Indiana,461424501,3178873030,39.633357,-86.126058,1985-07-15,IN,Olive Garden,2024-03-30
Avon Commons,1556,10243 E Us Highway 36,Avon,Indiana,461237985,3172730889,39.763198,-86.341444,2001-10-15,IN,Olive Garden,2024-03-30
Indianapolis - East Washington Street,1043,8155 E Washington,Indianapolis,Indiana,462196813,3178950800,39.772719,-86.023786,1987-07-20,IN,Olive Garden,2024-03-30
Indianapolis - Castleton Square Mall,1008,6130 E 82nd Street,Indianapolis,Indiana,462501500,3178426321,39.905849,-86.061229,1985-07-15,IN,Olive Garden,2024-03-30
Carmel - North Michigan Road,4455,10206 N Michigan Road,Carmel,Indiana,460327947,3174718618,39.933767,-86.23417,2013-12-02,IN,Olive Garden,2024-03-30
Greenfield IN -  N State Street,6510,1585 N State Street,Greenfield,Indiana,46140,0,39.80642,-85.76878,2024-07-15,IN,Olive Garden,2024-03-30
Noblesville - Hamilton Town Center,1805,13285 Tegler Drive,Noblesville,Indiana,460605411,3177706091,39.99488328,-85.92890827,2009-03-23,IN,Olive Garden,2024-03-30
Bloomington - Whitehall Crossing,1587,320 North Jacob Dr,Bloomington,Indiana,474044823,8123331350,39.169212,-86.572971,2002-11-18,IN,Olive Garden,2024-03-30
Methuen,1825,90 Pleasant Valley Ave,Methuen,Massachusetts,018447212,9786870205,42.742653,-71.155642,2009-11-16,MA,Olive Garden,2024-03-30
Danvers,1874,153 Andover St,Danvers,Massachusetts,019231450,9787508324,42.55776458,-70.96861783,2011-06-06,MA,Olive Garden,2024-03-30
Tyngsboro - Pheasant Lane Mall,1639,422 Middlesex Road,Tyngsboro,Massachusetts,018791021,9786496727,42.695789,-71.438396,2005-08-08,MA,Olive Garden,2024-03-30
Dorchester - South Bay Plaza,1674,11 B Allstate Rd,Dorchester,Massachusetts,021251663,6179891371,42.326073,-71.063025,2007-06-18,MA,Olive Garden,2024-03-30
Manchester NH - S Willow St,1554,1888 South Willow St,Manchester,New Hampshire,031032364,6036688871,42.94918,-71.433386,2001-06-25,NH,Olive Garden,2024-03-30
Framingham - Shoppers World Plaza,1511,1 Worcester Rd,Framingham,Massachusetts,017015359,5088797285,42.299314,-71.394586,1996-07-01,MA,Olive Garden,2024-03-30
Leominster,1686,3 Orchard Hill Park Drive,Leominster,Massachusetts,014537019,9785345856,42.523413,-71.71335,2006-12-11,MA,Olive Garden,2024-03-30
Marlborough - Solomon Pond Mall,1626,728 Donald Lynch Blvd,Marlborough,Massachusetts,017524719,5083036558,42.352509,-71.615874,2004-04-12,MA,Olive Garden,2024-03-30
Stoughton,1659,401 Technology Center Drive,Stoughton,Massachusetts,020724724,7812975110,42.155251,-71.066563,2005-12-05,MA,Olive Garden,2024-03-30
Newington,1435,2048 Woodbury Ave.,Newington,New Hampshire,038012819,6034368400,43.096194,-70.798259,1994-01-17,NH,Olive Garden,2024-03-30
Manchester CT - Buckland Hills,1429,1550 Pleasant Valley Rd,Manchester,Connecticut,060421637,8606447095,41.806635,-72.555766,1994-02-07,CT,Olive Garden,2024-03-30
Enfield,1365,41 Hazard Ave,Enfield,Connecticut,060823711,8607416616,41.990259,-72.577621,1993-07-26,CT,Olive Garden,2024-03-30
West Springfield MA - Riverdale Shops,1804,919 Riverdale Street,West Springfield,Massachusetts,010894613,4137505390,42.12891,-72.62474,2009-10-26,MA,Olive Garden,2024-03-30
Poughkeepsie,1410,2044 South Road,Poughkeepsie,New York,126015844,8452971787,41.629176,-73.915143,1993-11-29,NY,Olive Garden,2024-03-30
Waterford - Crystal Mall,1613,850 Hartford Turnpike,Waterford,Connecticut,063854243,8604420424,41.37723,-72.14765,2004-06-21,CT,Olive Garden,2024-03-30
Meridian MS - S Frontage Rd,1759,107 South Frontage Road,Meridian,Mississippi,393016110,6016933075,32.36609,-88.671415,2008-05-12,MS,Olive Garden,2024-03-30
Tupelo,1650,3242 North Gloster Street,Tupelo,Mississippi,388040943,6628408450,34.300325,-88.706796,2005-01-31,MS,Olive Garden,2024-03-30
Springfield NJ - Route 22,1199,275 Route 22 East,Springfield,New Jersey,070813554,9733762667,40.684811,-74.323052,1990-02-26,NJ,Olive Garden,2024-03-30
Woodbridge Center,1745,510 Woodbridge Center Drive,Woodbridge,New Jersey,070951306,7327263191,40.55644704,-74.30482846,2011-10-24,NJ,Olive Garden,2024-03-30
Piscataway - Centenial Square,1809,1317 Centennial Ave,Piscataway,New Jersey,088544321,7325620142,40.5529,-74.4407,2010-02-01,NJ,Olive Garden,2024-03-30
Wayne Town Center,1724,83 Route 23 South,Wayne,New Jersey,074706937,9737854713,40.891994,-74.253237,2008-09-01,NJ,Olive Garden,2024-03-30
Rockaway Mall,1638,323 Mt Hope Ave,Rockaway,New Jersey,078661645,9736593312,40.908748,-74.547869,2005-05-23,NJ,Olive Garden,2024-03-30
Secaucus - Millcreek Mall,1640,500 Route 3 West,Secaucus,New Jersey,070943701,2018673543,40.790792,-74.051985,1991-07-29,NJ,Olive Garden,2024-03-30
Bridgewater Town Centre,1807,762 US Route 202 S,Bridgewater,New Jersey,088072551,9082033758,40.575124,-74.663868,2009-12-14,NJ,Olive Garden,2024-03-30
NYC - Times Square,1451,2 Times Square,New York,New York,100367301,2123333254,40.759333,-73.984667,1994-10-12,NY,Olive Garden,2024-03-30
Brunswick Square Mall,1214,777 Route 18,East Brunswick,New Jersey,088164934,7326518940,40.421383,-74.377688,1991-06-03,NJ,Olive Garden,2024-03-30
Brooklyn - Caesar's Bay,6414,1684 Shore Parkway,Brooklyn,New York,112146434,7182651019,40.59391656,-73.99821846,2019-04-08,NY,Olive Garden,2024-03-30
Tukwila - Southcenter Mall,1584,310 Strander Blvd,Tukwila,Washington,981882939,2062414899,47.456272,-122.25764,2003-10-06,WA,Olive Garden,2024-03-30
Federal Way,1449,35030 Enchanted Pkwy,Federal Way,Washington,980038326,2538151375,47.287822,-122.31304,1995-01-30,WA,Olive Garden,2024-03-30
Tacoma,1138,1921 S 72nd Street,Tacoma,Washington,984081240,2534751772,47.193519,-122.461404,1989-01-16,WA,Olive Garden,2024-03-30
Kirkland - Totem Lake,1318,11325 NE 124th Street,Kirkland,Washington,980344304,4258207740,47.710892,-122.189572,1992-05-04,WA,Olive Garden,2024-03-30
Puyallup - South Hill Mall,1596,3803 9th Street,Puyallup,Washington,983733666,2534357446,47.156416,-122.302932,2003-02-24,WA,Olive Garden,2024-03-30
Silverdale,1377,3204 NW Randall Way,Silverdale,Washington,983837952,3606130207,47.659694,-122.693792,1993-02-01,WA,Olive Garden,2024-03-30
Lynnwood,1209,4221 196th Street SW,Lynnwood,Washington,980366718,4256702977,47.821379,-122.290554,1990-08-20,WA,Olive Garden,2024-03-30
Everett Mall,4448,1310 SE Everett Mall Way,Everett,Washington,982082831,4252650660,47.911514,-122.21464,1991-03-18,WA,Olive Garden,2024-03-30
Olympia,1448,2400 Capital Mall Dr S.W.,Olympia,Washington,985025000,3607546717,47.040249,-122.932095,1994-07-18,WA,Olive Garden,2024-03-30
Tulalip,1867,10326 Quil Ceda Blvd,Tulalip,Washington,982719164,3606535322,48.08994004,-122.18648762,2011-01-10,WA,Olive Garden,2024-03-30
Saginaw MI - Bay Road M-84,1115,3630 Bay Road,Saginaw,Michigan,486032407,9897902288,43.460317,-83.974976,1989-07-31,MI,Olive Garden,2024-03-30
Eastman,4434,6803 Eastman Ave,Midland,Michigan,486427895,9898328128,43.66004386,-84.2477601,2013-02-18,MI,Olive Garden,2024-03-30
Matteson Center,1142,5220 W 211th St,Matteson,Illinois,604431634,7084810045,41.506698,-87.737941,1989-03-27,IL,Olive Garden,2024-03-30
Highland - Grove Shopping Center,6470,10445 Indianapolis Blvd,Highland,Indiana,463223511,2195134291,41.52344,-87.47058,2022-05-23,IN,Olive Garden,2024-03-30
Merrillville - Westfield South Lake Mall,1106,1900 Southlake Mall Drive,Merrillville,Indiana,464106636,2197692479,41.470687,-87.311611,1989-03-13,IN,Olive Garden,2024-03-30
Bradley-Bourbonnais,4421,2048 N State Route 50,Bourbonnais,Illinois,609144410,8158020204,41.18724021,-87.85041107,2012-03-26,IL,Olive Garden,2024-03-30
Colonie,1504,178 Wolf Road,Colonie,New York,122055927,5184588676,42.722853,-73.802198,1995-11-27,NY,Olive Garden,2024-03-30
Clifton Park,1869,303 Clifton Park Center Road,Clifton Park,New York,120654001,5183832391,42.86089117,-73.78025419,2012-04-16,NY,Olive Garden,2024-03-30
Queensbury,1428,756 A Glen Street,Queensbury,New York,128042029,5187439590,43.33051,-73.671978,1994-01-17,NY,Olive Garden,2024-03-30
New Hartford,1865,4636 Commercial Dr,New Hartford,New York,134136203,3157362005,43.087663,-75.31244,2013-08-12,NY,Olive Garden,2024-03-30
Middletown - New York,1473,200 N. Galleria Dr.,Middletown,New York,109413037,8456928232,41.462929,-74.371761,1995-01-30,NY,Olive Garden,2024-03-30
Victor Valley Mall,1194,12330 Amargosa Rd,Victorville,California,923925475,7602458100,34.47468,-117.343697,1990-09-10,CA,Olive Garden,2024-03-30
Waite Park,1543,12 Division St,Waite Park,Minnesota,563871329,3206561320,45.552925,-94.214381,2001-02-19,MN,Olive Garden,2024-03-30
Tucson - Irvington,1622,1213 West Irvington Road,Tucson,Arizona,857141167,5204340789,32.162582,-110.991074,2004-09-20,AZ,Olive Garden,2024-03-30
Tucson - Broadway,1219,5410 E Broadway Blvd,Tucson,Arizona,857113700,5207905787,32.221232,-110.876798,1990-07-30,AZ,Olive Garden,2024-03-30
Tucson Mall,1095,300 W Wetmore Road,Tucson,Arizona,857051650,5202921077,32.286895,-110.976961,1988-06-06,AZ,Olive Garden,2024-03-30
Oro Valley Marketplace,1754,11905 North Oracle Rd,Oro Valley,Arizona,857377835,5205443690,32.422556,-110.939979,2008-11-17,AZ,Olive Garden,2024-03-30
Sierra Vista,1871,380 N Hwy 90,Sierra Vista,Arizona,856352289,5204598960,31.55900266,-110.25840439,2011-03-14,AZ,Olive Garden,2024-03-30
Casa Grande,1756,717 N. Promenade Parkway,Casa Grande,Arizona,851945410,5204260226,32.880123,-111.679844,2008-08-04,AZ,Olive Garden,2024-03-30
Queen Creek Market Place,1863,21422 S Ellsworth Loop Road,Queen Creek,Arizona,851427683,4806778345,33.253754,-111.638442,2011-01-10,AZ,Olive Garden,2024-03-30
Chandler - Gilbert - Crossroad Towne Center,1747,2930 E Germann Rd,Chandler,Arizona,852861404,4807265137,33.280189,-111.790213,2007-12-10,AZ,Olive Garden,2024-03-30
Superstition Springs Mall - East Mesa Southern,1375,6201 E. Southern Ave.,Mesa,Arizona,852063714,4808070207,33.39355,-111.697259,1993-04-12,AZ,Olive Garden,2024-03-30
Chandler Fashion Mall,1561,3430 W. Chandler Blvd,Chandler,Arizona,852265065,4808570126,33.306177,-111.900725,2002-04-22,AZ,Olive Garden,2024-03-30
Louisville - Hurstbourne Parkway,1327,1320 Hurstbourne Lane,Louisville,Kentucky,402225761,5023397190,38.226547,-85.578325,1992-06-15,KY,Olive Garden,2024-03-30
Louisville - Old Brownsboro Crossing,1703,9730 Von Allmen Ct,Louisville,Kentucky,402412833,5024253607,38.31113343,-85.57191742,2007-02-19,KY,Olive Garden,2024-03-30
Louisville - Jefferson Mall,1852,4811 R Outer Loop,Louisville,Kentucky,402193200,5029682978,38.1394295,-85.6731751,2010-11-01,KY,Olive Garden,2024-03-30
Clarksville - Veterans Pkwy,1697,1230 Veterans Parkway,Clarksville,Indiana,471292394,8122188304,38.327881,-85.760071,2006-12-04,IN,Olive Garden,2024-03-30
Elizabethtown,6401,1707 N Dixie Highway,Elizabethtown,Kentucky,427019496,2707661127,37.73379273,-85.88624655,2017-04-24,KY,Olive Garden,2024-03-30
Lexington Fayette Mall,1320,3385 Nicholasville Road,Lexington,Kentucky,405033601,8592728334,37.989161,-84.525402,1992-01-08,KY,Olive Garden,2024-03-30
Lexington - Man O War,6456,3094 Helmsdale Place,Lexington,Kentucky,405092212,8596293691,38.0102259134888,-84.4217343259358,2021-09-13,KY,Olive Garden,2024-03-30
Richmond Centre,1822,2168 Lantern Ridge Drive,Richmond,Kentucky,404756011,8596255087,37.73806,-84.32524,2009-09-14,KY,Olive Garden,2024-03-30
Covington,1817,5001 Pinnacle Parkway,Covington,Louisiana,704339219,9858091615,30.44518086,-90.13105949,2011-05-16,LA,Olive Garden,2024-03-30
Kenner,1403,1315 W. Esplanade Ave.,Kenner,Louisiana,700652744,5044644612,30.020009,-90.249387,1993-07-05,LA,Olive Garden,2024-03-30
Houma,1646,1757 Martin Luther King Drive,Houma,Louisiana,703602409,9858726990,29.613903,-90.756943,2005-02-14,LA,Olive Garden,2024-03-30
Slidell,1637,168 Northshore Blvd,Slidell,Louisiana,704606820,9857815920,30.310078,-89.824917,2004-07-12,LA,Olive Garden,2024-03-30
Hattiesburg,1693,4505 Hardy Street,Hattiesburg,Mississippi,394021306,6012642234,31.324995,-89.358059,2006-11-20,MS,Olive Garden,2024-03-30
D'Iberville,1818,3882 Promenade Parkway,D'Iberville,Mississippi,395405364,2283928068,30.45558,-88.90265,2009-09-28,MS,Olive Garden,2024-03-30
Coeur D'Alene,1540,525 W. Canfield Ave,Coeur D'Alene,Idaho,838157892,2087629300,47.734268,-116.793693,2001-01-29,ID,Olive Garden,2024-03-30
Spokane Valley,6447,14742 E Indiana Avenue,Spokane Valley,Washington,992161814,5098183246,47.67278481,-117.20286727,2021-03-22,WA,Olive Garden,2024-03-30
San Angelo,1696,4399 W. Houston Harte Expy,San Angelo,Texas,769015056,3259490427,31.442129,-100.496901,2006-09-11,TX,Olive Garden,2024-03-30
Abilene,1065,3210 S Clack St,Abilene,Texas,796062200,3256910388,32.411501,-99.774683,1987-05-25,TX,Olive Garden,2024-03-30
Midland Park Mall,1499,2705 W. Loop 250 N.,Midland,Texas,797053216,4326874400,32.035307,-102.120509,1995-10-16,TX,Olive Garden,2024-03-30
Odessa,6409,5111 E 42nd Street,Odessa,Texas,797625207,4323620543,31.89480929,-102.33012873,2017-12-18,TX,Olive Garden,2024-03-30
Pasadena,4435,4641 E Sam Houston Parkway S,Pasadena,Texas,775053949,2819910004,29.64025439,-95.15863533,2012-08-20,TX,Olive Garden,2024-03-30
Wallisville Road,1850,15525 Wallisville Road,Houston,Texas,770494611,2814361466,29.80959157,-95.16158762,2011-10-03,TX,Olive Garden,2024-03-30
