store_number,store_type,store_name,timezone,latitude,longitude,street,city,state,zip,phone,state_name
92,R,Stockbridge Lakes,-5,33.555069,-84.232339,250 E Atlanta Rd,Stockbridge,GA,30281-3414,7703894666,Georgia
1260,R,Southshore Village,-5,27.737736,-82.43049,5052 N Highway 41,Apollo Beach,FL,33572,8136412377,Florida
1809,R,Point Clear,-6,30.488305,-87.887498,18125 Wright Blvd,Fairhope,AL,36532-7335,2512796442,Alabama
1788,R,Lake Juliana,-5,28.145606,-81.800502,775 Hwy 559,Auburndale,FL,33823,8639840510,Florida
522,R,Twelve Oaks S/C,-5,32.024415,-81.108456,5500 Abercorn St Ste 2,Savannah,GA,31405-6913,9123531260,Georgia
1489,R,Skidaway Island,-5,31.940189,-81.050461,6 Westridge Rd,Savannah,GA,31411-2952,9125983130,Georgia
1265,R,Fairhope Village,-6,30.555692,-87.890915,22530 US Highway 98 Ste 100,Fairhope,AL,36532-6398,2519297355,Alabama
461,R,Mt Zion,-5,33.561683,-84.325009,2035 Mount Zion Rd,Morrow,GA,30260-3313,7704724000,Georgia
1135,R,Fishhawk Ranch,-5,27.853321,-82.205023,5642 FishHawk Crossing Blvd,Lithia,FL,33547-5900,8136555646,Florida
1270,R,Southgate S/C,-5,28.014845,-81.958494,2515 S Florida Ave,Lakeland,FL,33803-3858,8636839860,Florida
1810,R,O-Town West,-5,28.405327,-81.500985,11055 Daryl Carter Pkwy,Orlando,FL,32836,4076054044,Florida
1381,R,Aloma S/C,-5,28.602589,-81.322073,2295 Aloma Ave,Winter Park,FL,32792-3303,4076713403,Florida
1131,R,Lake Eola,-5,28.542028,-81.372613,400 E Central Blvd,Orlando,FL,32801-1923,4078727201,Florida
662,R,Colonialtown,-5,28.552733,-81.361523,1500 E Colonial Dr,Orlando,FL,32803-4704,4078968154,Florida
1854,R,Oakbridge Centre,-5,27.998001,-81.97206,3636 Harden Blvd,Lakeland,FL,33803-5938,8634007873,Florida
1711,R,Belmont Center,-5,27.769045,-82.336603,14323 S US Hwy 301,Wimauma,FL,33598,8136342117,Florida
605,R,Plaza at Millenia,-5,28.487751,-81.415078,5265 S John Young Pkwy,Orlando,FL,32839-5025,4078168335,Florida
853,R,Lake Oconee Vlg,-5,33.455777,-83.244559,6350 Lake Oconee Pkwy Ste 106,Greensboro,GA,30642-6434,7064547140,Georgia
1651,R,Grove Park,-5,28.023309,-81.92622,1617 US Hwy 98 S,Lakeland,FL,33801,8634130626,Florida
796,R,Willa Springs Vlg,-5,28.646414,-81.269892,5655 Red Bug Lake Rd,Winter Springs,FL,32708-5013,4076950922,Florida
1362,R,Magnolia Place,-6,30.630937,-87.912572,27955 US Highway 98 Ste 1,Daphne,AL,36526-4700,2516261305,Alabama
1048,R,Baldwin Park,-5,28.566849,-81.327159,1501 Meeting Pl,Orlando,FL,32814-6602,4078977363,Florida
770,R,Champions Gate,-5,28.263107,-81.619197,8301 Champions Gate Blvd,Champions Gate,FL,33896-8389,4073901315,Florida
744,R,Salem Road Station,-5,33.576602,-83.965002,13015 Brown Bridge Rd,Covington,GA,30016-9111,6783420766,Georgia
436,R,Market/Southside,-5,28.510117,-81.373177,2873 S Orange Ave,Orlando,FL,32806-5403,4078720395,Florida
1754,R,Plaza Ecco,-5,28.508064,-81.374616,3171 S Orange Ave,Orlando,FL,32806,4078882366,Florida
812,R,Regency Village,-5,28.387066,-81.485473,8145 Vineland Ave,Orlando,FL,32821-6847,4072389924,Florida
1191,R,Lake Cay Commons,-5,28.427316,-81.444732,9930 Universal Blvd,Orlando,FL,32819-8702,4079968400,Florida
1849,R,Celebration Pointe,-5,28.301635,-81.566595,1725 Future Way,Kissimmee,FL,34747-4491,3219391258,Florida
1387,R,University Plaza,-5,28.598626,-81.288769,4000 N Goldenrod Rd,Winter Park,FL,32792-8999,4076710211,Florida
356,R,Lake Miriam Square,-5,27.978389,-81.955941,4730 S Florida Ave,Lakeland,FL,33813-2181,8636468537,Florida
493,R,Tuscawilla Bend,-5,28.669367,-81.225833,2100 Winter Springs Blvd,Oviedo,FL,32765-9342,4073669740,Florida
1431,R,Water Tower Shops,-5,28.331157,-81.526596,29 Blake Blvd,Celebration,FL,34747-5414,3219393100,Florida
1295,R,Aloma Walk,-5,28.6206,-81.260913,2871 Clayton Crossing Way Ste 1001,Oviedo,FL,32765-3426,4076730829,Florida
1256,R,Market/Rice Hope,-5,32.221423,-81.193626,7936 Ga Highway 21,Port Wentworth,GA,31407-9720,9129665890,Georgia
1610,R,Williamsburg Downs,-5,28.406962,-81.448504,5350 Central Florida Pkwy,Orlando,FL,32821,4074651139,Florida
1195,R,Ovation S/C,-5,28.257795,-81.591759,7800 Lake Wilson Rd,Davenport,FL,33896-9605,8634203152,Florida
692,R,Conway Plaza S/C,-5,28.521472,-81.330345,4402 Curry Ford Rd,Orlando,FL,32812-2709,4072827997,Florida
791,R,Imperial Lakes,-5,27.936729,-81.98812,2040 Shepherd Rd,Mulberry,FL,33860-8699,8636444166,Florida
1607,R,Sunrise City Plaza,-5,28.346165,-81.48331,3221 Vineland Rd,Kissimmee,FL,34746,4072391852,Florida
732,R,Kings Crossing,-5,27.714417,-82.336554,4854 Sun City Center Blvd,Sun City Center,FL,33573-6281,8136333440,Florida
1071,R,Smyrna Crossing,-5,33.617233,-84.081385,2880 Georgia Highway 212 SW,Conyers,GA,30094-3349,7709182512,Georgia
1889,R,Alafaya Square,-5,28.650515,-81.20515,81 Alafaya Woods Blvd,Oviedo,FL,32765-6235,,Florida
1789,R,Suncrest Village,-5,28.599024,-81.24283,10115 University Blvd,Orlando,FL,32817,4076810649,Florida
1183,R,Parkway Village,-5,33.612432,-84.609857,5370 Campbellton Fairburn Rd,Fairburn,GA,30213-2296,7707743600,Georgia
671,R,The Highlands,-5,27.951811,-81.924997,2125 E County Road 540a,Lakeland,FL,33813-3794,8636074522,Florida
1167,R,St Charles Plaza,-5,28.178714,-81.637799,39883 Highway 27,Davenport,FL,33837-7802,8634219157,Florida
1649,R,New Smyrna Bch RSC,-5,29.01205,-80.945552,1930 State Rd 44,New Smyrna Beach,FL,32168,3864275327,Florida
1501,R,Lake Fredrica S/C,-5,28.503136,-81.311637,4042 S Semoran Blvd,Orlando,FL,32822,4072773871,Florida
830,R,Conway Crossing,-5,28.481931,-81.32937,4501 Hoffner Ave,Orlando,FL,32812-2305,4078501018,Florida
675,R,Riverside Landings,-5,28.66115,-81.17839,1801 E Broadway St,Oviedo,FL,32765-8597,4079711774,Florida
608,R,McIntosh Plaza,-5,33.560831,-85.074861,1109 S Park St Ste 600,Carrollton,GA,30117-4449,7702143140,Georgia
1122,R,Rio Pinar Plaza,-5,28.537685,-81.273916,409 S Chickasaw Trl,Orlando,FL,32825-7803,4072770635,Florida
1686,R,Loughman Crossing,-5,28.239667,-81.559176,6075 Hwy 17-92 N,Davenport,FL,33896,8634241805,Florida
1411,R,Miller's Chapel,-5,33.634464,-84.01685,2159 Highway 20 SE,Conyers,GA,30013,7707856202,Georgia
521,R,Island Town Center,-5,32.041576,-81.006961,4717 Hwy 80 E Ste B,Savannah,GA,31410-2944,9128978111,Georgia
1811,R,Covington Town Center,-5,33.622699,-83.838948,12701 Town Center Dr,Covington,GA,30014,7703855705,Georgia
1171,R,Highland City,-5,27.969755,-81.88345,5185 US Highway 98 S,Lakeland,FL,33812,8636440386,Florida
1103,R,Auburndale,-5,28.051982,-81.774971,606 Havendale Blvd,Auburndale,FL,33823-4687,8635519766,Florida
456,R,Wilmington Island,-5,32.01391,-80.9873,155 Johnny Mercer Blvd,Savannah,GA,31410-2118,9128978100,Georgia
458,R,University Palms,-5,28.613271,-81.206073,4250 Alafaya Trl Ste 148,Oviedo,FL,32765-9430,4073669480,Florida
654,R,Southchase,-5,28.388672,-81.402357,12195 S Orange Blossom Trl,Orlando,FL,32837-6502,4078160884,Florida
427,R,Hunter's Creek,-5,28.361607,-81.424333,3972 Town Ctr Blvd,Orlando,FL,32837-6103,4078504351,Florida
1666,R,Gateway Commons,-5,27.599089,-82.499901,9520 Buffalo Rd,Palmetto,FL,34221,9417220693,Florida
1194,R,Osceola Village,-5,28.339185,-81.432336,3040 Dyer Blvd,Kissimmee,FL,34741-7839,4079330172,Florida
681,R,Holmes Beach,-5,27.49568,-82.70829,3900 E Bay Dr,Holmes Beach,FL,34217-1983,9417785422,Florida
1056,R,Princeton Lakes,-5,33.656422,-84.51075,3730 Carmia Dr SW Ste 200,Atlanta,GA,30331-6259,4043469253,Georgia
229,R,Indian River Plaza,-5,29.02674,-80.894659,709 E 3rd Ave,New Smyrna Beach,FL,32169-3101,3864286465,Florida
1794,R,Marble City Square,-6,33.172792,-86.283327,165 MCS Blvd,Sylacauga,AL,35150-1138,2564870098,Alabama
1559,R,Sterling Creek,-5,28.646115,-81.139209,443 W CR 419 Ste 1001,Oviedo,FL,32766,4073664727,Florida
425,R,Spirit Lake Cr,-5,28.005638,-81.776715,1090 Spirit Lake Rd,Winter Haven,FL,33880-1226,8632933804,Florida
1440,R,Town Park,-5,28.567814,-81.196284,12231 E Colonial Dr,Orlando,FL,32826-4759,4074821244,Florida
1848,R,North River Ranch,-5,27.592087,-82.438122,11635 Moccasin Wallow Rd,Parrish,FL,34219,9419816157,Florida
836,R,Northgate,-5,28.034929,-81.734397,1395 6th St NW,Winter Haven,FL,33881-2364,8632998000,Florida
269,R,Flat Shoals Cr,-5,33.679696,-84.231605,3649 Flakes Mill Rd,Decatur,GA,30034-5218,7703222380,Georgia
1338,R,Curry Ford Square,-5,28.508382,-81.238007,10250 Curry Ford Rd,Orlando,FL,32825-8735,4072076107,Florida
1004,R,Beachway Plaza,-5,27.498213,-82.633686,7310 Manatee Ave W,Bradenton,FL,34209-3441,9417921213,Florida
1101,R,Publix at Landstar,-5,28.36263,-81.367259,13850 Landstar Blvd,Orlando,FL,32824-5526,4078566040,Florida
1342,R,Palmetto,-5,27.522911,-82.57361,1101 8th Ave W,Palmetto,FL,34221-3809,9417218548,Florida
707,R,Columbia Promenade,-5,28.308818,-81.418185,1910 N John Young Pkwy,Kissimmee,FL,34741-3221,4079330367,Florida
1076,R,Haines City Mall,-5,28.1053,-81.638446,617 US Highway 17 92 W,Haines City,FL,33844-5047,8634190331,Florida
1015,R,Vista Lakes Center,-5,28.470453,-81.266207,6485 S Chickasaw Trl,Orlando,FL,32829-8366,4072778095,Florida
1118,R,Milstead Crossing,-5,33.68413,-83.99786,1591 Georgia Highway 20 NE,Conyers,GA,30012-3834,6784132421,Georgia
780,R,Westgate S/C,-5,27.49452,-82.6008,3913 Manatee Ave W,Bradenton,FL,34205-1715,9417461660,Florida
752,R,Centre at Panola,-5,33.698559,-84.174581,3045 Panola Rd,Lithonia,GA,30038-2317,7703221890,Georgia
1179,R,Pleasant Hill Comm,-5,28.261993,-81.438235,3343 S Orange Blossom Trl,Kissimmee,FL,34746-6565,4078461264,Florida
607,R,Shoppes/Eastwood,-5,28.525946,-81.193913,1921 S Alafaya Trl,Orlando,FL,32828-8732,4072773117,Florida
1152,R,Silver Leaf Plaza,-5,27.556689,-82.446936,11245 US Highway 301 N,Parrish,FL,34219-8675,9417768326,Florida
1305,R,Parkwood Square,-5,27.543465,-82.473028,9005 US Highway 301 N,Parrish,FL,34219-8673,9417768084,Florida
429,R,Edgewater Commons,-5,28.948641,-80.885664,2970 S Ridgewood Ave,Edgewater,FL,32141-7527,3864276022,Florida
1139,R,Deer Creek,-5,33.689066,-84.714895,4300 Chapel Hill Rd,Douglasville,GA,30135-4200,7705775133,Georgia
1718,R,Sandtown Crossing,-5,33.701472,-84.578646,5829 Campbellton Rd SW Ste 110,Atlanta,GA,30331,4043464170,Georgia
1204,R,Southeast Plaza,-5,28.002724,-81.71615,884 Cypress Gardens Blvd,Winter Haven,FL,33880-4726,8632910312,Florida
1399,R,Golden Gate S/C,-5,27.902591,-81.84184,255 E Van Fleet Dr,Bartow,FL,33830-3831,8635341560,Florida
1625,R,Lake Nona Creekside,-5,28.364979,-81.312228,14185 Lake Nona Blvd,Orlando,FL,32824,4078168064,Florida
897,R,Corner Lakes Plaza,-5,28.562521,-81.130923,16825 E Colonial Dr,Orlando,FL,32820-1910,4075680858,Florida
1326,R,Bradenton Commons,-5,27.461314,-82.607133,4651 Cortez Rd W,Bradenton,FL,34210-3146,9417927195,Florida
1502,R,Boggy Creek,-5,28.320225,-81.337133,2625 Simpson Rd,Kissimmee,FL,34744-4675,4079620219,Florida
503,R,Cascade Crossing,-5,33.724935,-84.508162,3695 Cascade Rd SW,Atlanta,GA,30331-2173,4045052870,Georgia
746,R,Rivers Edge,-5,27.497721,-82.499025,5001 E State Road 64,Bradenton,FL,34208-5531,9417440866,Florida
1092,R,Avalon Park,-5,28.514314,-81.15432,3400 Avalon Park East Blvd,Orlando,FL,32828-7362,4072771043,Florida
886,R,Lake Hart,-5,28.412688,-81.240924,10615 Narcoossee Rd,Orlando,FL,32832-6904,4072771089,Florida
783,R,East Lake,-5,33.738659,-84.313132,2235 Glenwood Ave SE,Atlanta,GA,30316-2307,4043732858,Georgia
1825,R,Summerhill,-5,33.737706,-84.387368,572 Hank Aaron Dr SE,Atlanta,GA,30312-2896,4709458956,Georgia
1852,R,Storey Park,-5,28.427351,-81.224671,11286 Dowden Rd,Orlando,FL,32832,4072410260,Florida
485,R,Cosby Station,-5,33.714414,-84.765988,3316 Highway 5,Douglasville,GA,30135-2308,7709203460,Georgia
448,R,Winter Haven Sq,-5,27.98718,-81.68591,6031 Cypress Gardens Blvd,Winter Haven,FL,33884-4115,8633241182,Florida
1604,R,Midtown Center,-6,30.69239,-88.098991,100 N Florida St,Mobile,AL,36607,2514714860,Alabama
1647,R,Madison Yards,-5,33.745859,-84.357662,905 Memorial Dr SE,Atlanta,GA,30316,4045213992,Georgia
1408,R,Partin Village,-5,28.27948,-81.347874,2338 E Irlo Bronson Memorial Hwy,Kissimmee,FL,34744-5401,4078466141,Florida
730,R,Paradise Crossing,-5,33.735348,-84.668861,2675 Lee Rd,Lithia Springs,GA,30122-3356,7709203471,Georgia
1181,R,Bellalago,-5,28.181146,-81.438616,3839 Pleasant Hill Rd,Kissimmee,FL,34746-2952,4073437575,Florida
417,R,Bayshore Gardens,-5,27.434264,-82.577261,6030 14th St W,Bradenton,FL,34207-4104,9417563455,Florida
1897,R,Bayshore Gardens,-5,27.434264,-82.577261,6030 14th St W,Bradenton,FL,34207-4104,,Florida
1430,R,Lake Nona Plaza,-5,28.364698,-81.246848,13900 Narcoossee Rd,Orlando,FL,32832-6960,4072402102,Florida
1650,R,Saraland Crossing,-6,30.805569,-88.110638,21 Shell St,Saraland,AL,36571,2516792995,Alabama
1714,R,May River Crossing,-5,32.242704,-80.978249,2501 May River Crossing,Bluffton,SC,29910,8438153800,South Carolina
758,R,The Promenade,-5,28.14839,-81.451488,841 Cypress Pkwy,Poinciana,FL,34759-3408,3216975487,Florida
776,R,Piedmont,-5,33.770371,-84.381136,595 Piedmont Ave NE,Atlanta,GA,30308-2478,4048811750,Georgia
724,R,Ponce,-5,33.772894,-84.354352,1001 Ponce De Leon Ave NE,Atlanta,GA,30306-4215,4048929229,Georgia
798,R,Lakewood Ranch,-5,27.48329,-82.431639,1755 Lakewood Ranch Blvd,Bradenton,FL,34211-4906,9417455677,Florida
1724,R,Sam's Crossing,-5,33.777709,-84.278232,2720 E Ponce de Leon Ave,Decatur,GA,30030,4043789225,Georgia
145,R,Mirror Lake,-5,33.733604,-84.899017,2000 Mirror Lake Blvd,Villa Rica,GA,30180-2124,6788408778,Georgia
1447,R,Lockwood Commons,-5,27.444,-82.507734,4240 53rd Ave E,Bradenton,FL,34203-8097,9417584093,Florida
2011,R,Villa Rica Town Center,-5,33.736868,-84.905686,103 Mirror Lake Connector Ste 200,Villa Rica,GA,30180,,Georgia
1061,R,The Plaza Midtown,-5,33.780445,-84.388798,950 W Peachtree St NW,Atlanta,GA,30309-3846,4042533544,Georgia
1723,R,White Eagle,-5,27.483269,-82.410494,13150 E SR 64,Bradenton,FL,34212-7205,9417440640,Florida
494,R,Deshon Plaza,-5,33.785651,-84.100175,380 N Deshon Rd,Stone Mountain,GA,30087-4797,7708792700,Georgia
723,R,Emory Commons,-5,33.789767,-84.304416,2155 N Decatur Rd,Decatur,GA,30033,4046386015,Georgia
235,R,Center of St Cloud,-5,28.25095,-81.316957,4401 13th St,Saint Cloud,FL,34769-6724,4074983070,Florida
1010,R,Atlantic Station,-5,33.792823,-84.398008,1380 Atlantic Dr NW Ste 14135,Atlanta,GA,30363-1144,4048735055,Georgia
1850,R,Cornerstone at Narcoossee,-5,28.333799,-81.227383,2895 N Narcoossee Rd,Saint Cloud,FL,34771,,Florida
599,R,Ansley Mall,-5,33.799141,-84.371788,1544 Piedmont Ave NE,Atlanta,GA,30324-5018,4048981850,Georgia
491,R,Twelve Oaks Plaza,-5,27.441647,-82.464644,7290 55th Ave E,Bradenton,FL,34203-8002,9417278808,Florida
97,R,Shoppes on Ridge,-5,27.958635,-81.620824,23965 Hwy 27,Lake Wales,FL,33859-7812,8636761215,Florida
1404,R,Sunset Point,-6,30.676669,-88.16773,4628 Airport Blvd,Mobile,AL,36608-2223,2513415727,Alabama
1354,R,New River Crossing,-5,32.308352,-80.973325,112 Nickle Plate Rd,Hardeeville,SC,29927-4414,8432083600,South Carolina
1432,R,Bay Isles,-5,27.367478,-82.624487,525 Bay Isles Pkwy,Longboat Key,FL,34228-3133,9413831326,Florida
539,R,Centerville,-5,33.802538,-84.040779,3550 Centerville Hwy Ste 201,Snellville,GA,30039-4133,7707367800,Georgia
665,R,Shamrock Plaza,-5,33.811374,-84.274731,3870 N Druid Hills Rd,Decatur,GA,30033-3002,4046381293,Georgia
1119,R,Howell Mill Vlg,-5,33.810345,-84.41467,2020 Howell Mill Rd NW Ste A,Atlanta,GA,30318-1732,4046097840,Georgia
1112,R,Providence Pav,-5,33.805736,-84.525443,1025 Veterans Memorial Hwy SE Ste 400,Mableton,GA,30126-7709,6783983651,Georgia
773,R,Toco Hills S/C,-5,33.813491,-84.311296,2969 N Druid Hills Rd NE,Atlanta,GA,30329-3909,4046386022,Georgia
1044,R,Cheshire Square,-5,33.818564,-84.349036,2325 Cheshire Bridge Rd NE,Atlanta,GA,30324-3733,4046381900,Georgia
1153,R,Lakewood Walk,-5,27.434522,-82.430372,11205 E State Road 70,Bradenton,FL,34202-9404,9417274180,Florida
719,R,Peachtree Battle,-5,33.820898,-84.386671,2365 Peachtree Rd NE,Atlanta,GA,30305-4147,4048696556,Georgia
1436,R,Hillwood S/C,-6,30.641775,-88.192304,"2370 Hillcrest Rd, Unit J",Mobile,AL,36695-3838,2516615361,Alabama
1226,R,Moores Mill Center,-5,33.819639,-84.450764,2275 Marietta Blvd NW,Atlanta,GA,30318,4043514794,Georgia
1205,R,Buckwalter Place,-5,32.270254,-80.916815,101 Buckwalter Place Blvd,Bluffton,SC,29910-5155,8438156430,South Carolina
828,R,University Walk,-5,27.390853,-82.511523,2875 University Pkwy,Sarasota,FL,34243-4201,9413581169,Florida
282,R,The Peach,-5,33.835215,-84.383795,2900 Peachtree Rd NW,Atlanta,GA,30305-4915,4048480330,Georgia
1553,R,Braden River,-5,27.433583,-82.393847,14605 SR 70,Bradenton,FL,34202,9417511325,Florida
1736,R,Monroe Pavilion,-5,33.807185,-83.725618,900 Pavilion Pkwy,Monroe,GA,30656,6786354316,Georgia
1216,R,Crosscreek Village,-5,28.196496,-81.294955,3372 Canoe Creek Rd,Saint Cloud,FL,34772-6536,4079578888,Florida
1045,R,Narcoossee Shoppes,-5,28.247648,-81.242351,1951 S Narcoossee Rd,Saint Cloud,FL,34771-7211,4078920595,Florida
464,R,Mableton Walk,-5,33.832896,-84.574213,5015 Floyd Rd SW,Mableton,GA,30126-1673,7708195430,Georgia
691,R,Briarcliff Village,-5,33.847399,-84.257328,2162 Henderson Mill Rd NE,Atlanta,GA,30345-3762,7707241947,Georgia
753,R,Highland Station,-5,33.843464,-84.504473,4480 S Cobb Dr SE,Smyrna,GA,30080-6990,7704346225,Georgia
1772,R,Hugh Howell Village,-5,33.850058,-84.199716,4650 Hugh Howell Rd Bldg 100,Tucker,GA,30084,7709344799,Georgia
1217,R,Vlg at New Georgia,-5,33.809076,-84.886185,7953 Villa Rica Hwy,Dallas,GA,30157-8619,6788404676,Georgia
720,R,West Paces Ferry,-5,33.84829,-84.427989,1250 W Paces Ferry Rd NW,Atlanta,GA,30327-2306,4048481610,Georgia
603,R,Loganville Twn Ctr,-5,33.839252,-83.908064,4325 Atlanta Hwy,Loganville,GA,30052-2341,7704665150,Georgia
664,R,Lenox Marketplace,-5,33.850985,-84.359797,3535 Peachtree Rd NE,Atlanta,GA,30326-3287,4048480344,Georgia
709,R,Lakewood Ranch,-5,27.390551,-82.4434,8330 Market St,Bradenton,FL,34202-5137,9419076600,Florida
1023,R,Broadway Promenade,-5,27.345446,-82.54551,1044 N Tamiami Trl,Sarasota,FL,34236-2428,9413663270,Florida
845,R,Belfair Village,-5,32.277796,-80.877209,80 Baylor Dr,Bluffton,SC,29910-8902,8437063049,South Carolina
2027,R,Semmes Village,-6,30.732477,-88.227904,2035 Schillinger Rd N Ste 100,Semmes,AL,36575-7417,,Alabama
1420,R,Oxford Commons,-6,33.607629,-85.788368,115 Commons Way,Oxford,AL,36203-3483,2568354075,Alabama
800,R,Shallowford Exchg,-5,33.862183,-84.287835,2562 Shallowford Rd NE,Atlanta,GA,30345-1202,4046361175,Georgia
536,R,Paces Ferry Center,-5,33.862635,-84.47869,2451 Cumberland Pkwy SE,Atlanta,GA,30339-6136,7704377000,Georgia
557,R,Southgate S/C,-5,27.892652,-81.589095,102 Hwy 60 E,Lake Wales,FL,33853,8636760511,Florida
1363,R,Town Brookhaven,-5,33.870381,-84.334481,104 Town Blvd Ste A100,Brookhaven,GA,30319-3146,4042337475,Georgia
718,R,Chastain Square,-5,33.871032,-84.378938,4279 Roswell Rd NE Ste 300,Atlanta,GA,30342-3769,4048434353,Georgia
564,R,Five Forks Corners,-5,33.870717,-84.092864,4045 Five Forks Trickum Rd SW,Lilburn,GA,30047-2538,7703814170,Georgia
1600,R,University Corner,-5,27.38821,-82.396126,7325 University Pkwy,Lakewood Ranch,FL,34202,9413558803,Florida
700,R,Island Crossing,-5,32.157909,-80.766139,11 Palmetto Bay Rd,Hilton Head Island,SC,29928-3293,8438422632,South Carolina
1372,R,Bay Street,-5,27.327978,-82.529667,2031 Bay St,Sarasota,FL,34237-7914,9413664089,Florida
1669,R,Town & Country,-5,27.339073,-82.498874,501 N Beneva Rd Ste 161,Sarasota,FL,34232,9413309771,Florida
1796,R,Bickley Station,-6,30.640328,-88.258061,9124 Cottage Hill Rd,Mobile,AL,36695,2516345141,Alabama
1281,R,Calera Crossings,-6,33.155489,-86.748356,90 Marketplace Cir,Calera,AL,35040-8200,2056683585,Alabama
670,R,Powder Springs,-5,33.864439,-84.674098,"3721 New Macland Rd, Ste 300",Powder Springs,GA,30127-1966,7702222972,Georgia
508,R,Presidential Mkts,-5,33.877102,-84.014991,1905 Scenic Hwy N Ste 4000,Snellville,GA,30078-5635,7709785800,Georgia
74,R,Lilburn Corners,-5,33.883101,-84.163789,375 Rockbridge Rd NW,Lilburn,GA,30047-8225,7708064040,Georgia
1250,R,Jonquil Plaza,-5,33.881697,-84.512137,2955 Atlanta Rd SE,Smyrna,GA,30080,7703191123,Georgia
789,R,Grayson Village,-5,33.879049,-83.938425,2715 Loganville Hwy SW,Loganville,GA,30052-6660,7708220637,Georgia
601,R,Oglethorpe Cr,-5,33.890465,-84.3245,3435 Ashford Dunwoody Rd NE,Brookhaven,GA,30319-2546,7702165050,Georgia
148,R,Sarasota Crossings,-5,27.339562,-82.46233,5391 Fruitville Rd,Sarasota,FL,34232-6402,9413774405,Florida
1777,R,Chamblee Plaza,-5,33.900478,-84.302474,5534 Peachtree Blvd,Chamblee,GA,30341,7704579835,Georgia
555,R,Shops/Siesta Row,-5,27.299818,-82.532397,3825 S Osprey Ave,Sarasota,FL,34239-6803,9413160616,Florida
1882,R,Fruitville Farms,-5,27.336461,-82.435918,1940 Lakewood Ranch Blvd,Sarasota,FL,34240,9412716984,Florida
1358,R,St John's Plaza,-5,28.617323,-80.84305,3275 Garden St,Titusville,FL,32796-3004,3212649263,Florida
541,R,Powers Ferry Vlg,-5,33.905332,-84.427394,6300 Powers Ferry Rd,Sandy Springs,GA,30339-2919,7706125140,Georgia
1781,R,The Landings,-5,27.284208,-82.53264,4840 S Tamiami Trl,Sarasota,FL,34231-4352,9419231129,Florida
122,R,Macland Pointe,-5,33.903418,-84.606999,1750 Powder Springs Rd SW,Marietta,GA,30064-4850,7704234160,Georgia
1385,R,Sarasota Village,-5,27.297417,-82.496199,3690 Bee Ridge Rd,Sarasota,FL,34233-1001,9419250269,Florida
647,R,Perimeter,-5,33.920084,-84.35266,1100 Hammond Dr Ste 300,Sandy Springs,GA,30328-8153,6784432100,Georgia
859,R,Sugarloaf,-5,33.921475,-84.018387,3370 Sugarloaf Pkwy,Lawrenceville,GA,30044-5478,6783763844,Georgia
725,R,Sope Creek Cr,-5,33.922898,-84.466812,2900 Delk Rd SE Ste 1150,Marietta,GA,30067-5320,7706125150,Georgia
473,R,Festival Centre,-5,32.21035,-80.72526,45 Pembroke Dr,Hilton Head Island,SC,29926-2262,8436899977,South Carolina
1758,R,Perimeter Mktplace,-5,33.932104,-84.338859,500 Ashwood Pkwy,Dunwoody,GA,30338,7705225133,Georgia
361,R,Centergate Village,-5,27.297448,-82.454097,5804 Bee Ridge Rd,Sarasota,FL,34233-5051,9413782111,Florida
468,R,Abernathy Square,-5,33.935125,-84.377752,6615 Roswell Rd,Sandy Springs,GA,30328-3190,4048434340,Georgia
617,R,Butler's Crossing,-5,33.871212,-83.441116,2061 Experiment Station Rd,Watkinsville,GA,30677-5328,7067692080,Georgia
696,R,Sarasota Pavilion,-5,27.261384,-82.519013,6543 S Tamiami Trl,Sarasota,FL,34231-4827,9419227644,Florida
1644,R,Beneva Village,-5,27.268499,-82.501135,3428 Clark Rd,Sarasota,FL,34231,9419233910,Florida
1078,R,Simonton,-5,33.934672,-83.956268,930 New Hope Rd,Lawrenceville,GA,30045-6407,7706822430,Georgia
505,R,Pleasant Hill,-5,33.943891,-84.128154,1625 Pleasant Hill Rd Ste 200,Duluth,GA,30096-5863,7708062780,Georgia
1421,R,Colonial Coast Cr,-5,28.55918,-80.825868,2000 Cheney Hwy,Titusville,FL,32780-6028,3212679606,Florida
765,R,Dunwoody Hall,-5,33.950636,-84.338136,5550 Chamblee Dunwoody Rd,Dunwoody,GA,30338-4111,6784430644,Georgia
560,R,Peachtree Corners,-5,33.952082,-84.232178,3200 Holcomb Bridge Rd,Peachtree Corners,GA,30092-3361,7704175100,Georgia
1267,R,Bee Ridge Ext,-5,27.297028,-82.401623,8300 Bee Ridge Rd,Sarasota,FL,34241-6312,9413714276,Florida
22,R,Northridge,-5,27.265808,-82.467904,5100 Clark Rd,Sarasota,FL,34233-3226,9419268297,Florida
612,R,Sugarloaf Crossing,-5,33.953813,-84.055163,4850 Sugarloaf Pkwy,Lawrenceville,GA,30044-2859,7702775240,Georgia
561,R,West Cobb Mktpl,-5,33.948362,-84.625552,2500 Dallas Hwy SW Ste 300,Marietta,GA,30064-2571,7704263250,Georgia
646,R,Trowbridge Cr,-5,33.961,-84.363825,7525 Roswell Rd,Sandy Springs,GA,30350-8500,6784438980,Georgia
496,R,Lost Mtn Crossing,-5,33.942188,-84.703602,5100 Dallas Hwy,Powder Springs,GA,30127-4491,7704196000,Georgia
1073,R,White Stone Center,-6,33.212714,-86.825674,9200 Highway 119 Ste 1400,Alabaster,AL,35007-5344,2056633443,Alabama
