store_number,store_name,street,city,state,zip,latitude,longitude,state_name,brand,updated
3330,MEMPHIS-WINCHSTR,1666 Winchester,Memphis,TN,38116-3518,35.054124,-90.00856,Tennessee,McDonald's,2024-03-31
10849,W. MEMPHIS-PETRO,3901 Petro Rd,West Memphis,AR,72301-3754,35.153138,-90.136709,Arkansas,McDonald's,2024-03-31
34143,SHELBY MILLBRANC,1683 E Shelby Drive,Memphis,TN,38116,35.020536,-90.007943,Tennessee,McDonald's,2024-03-31
7812,MEMPHIS-UNION,905 Union Ave,Memphis,TN,38103-3513,35.137951,-90.031524,Tennessee,McDonald's,2024-03-31
2738,W MEMPHS-MISOURI,1800 Missouri Ave,West Memphis,AR,72301-1750,35.16586,-90.185161,Arkansas,McDonald's,2024-03-31
12513,HORN LAKE MS,1512 Goodman Rd,Horn Lake,MS,38637,34.963064,-90.017816,Mississippi,McDonald's,2024-03-31
35027,LAMAR & AIRWAYS,1472 S Trezevant Street,Memphis,TN,38114,35.105232,-89.984598,Tennessee,McDonald's,2024-03-31
7324,MEMPHIS-POPLAR,1389 Poplar Avenue,Memphis,TN,38104-2007,35.143467,-90.014186,Tennessee,McDonald's,2024-03-31
34738,NOBLESV HTC,13255 Tegler Drive,Noblesville,IN,46060,39.995185,-85.929591,Indiana,McDonald's,2024-03-31
31784,96TH & OLIO RD.,9707 Olio Road,Mccordsville,IN,46040,39.92988,-85.918202,Indiana,McDonald's,2024-03-31
12363,FALL CREEK,9833 Fall Creek Rd,Indianapolis,IN,46256,39.899014,-85.994629,Indiana,McDonald's,2024-03-31
36835,PENDLETON LOVE'S,9000 West Interpark Drive,Pendleton,IN,46064,39.992353,-85.84442,Indiana,McDonald's,2024-03-31
2657,NOBLESVILL-US 32,1810 E Conner Street,Noblesville,IN,46060-3052,40.045972,-86.000974,Indiana,McDonald's,2024-03-31
15571,LAWRENC PENDLTON,10955 Pendleton Pike,Lawrence,IN,46256,39.861611,-85.973145,Indiana,McDonald's,2024-03-31
11789,PENDLETON/I-69,11 Enterprise Drive,Pendleton,IN,46064,40.004086,-85.769988,Indiana,McDonald's,2024-03-31
758,INDNPLS-POST RD,3745 N Post Rd,Indianapolis,IN,46226-6063,39.825517,-86.009443,Indiana,McDonald's,2024-03-31
3379,ATHENS-GAINES,150 Gaines School Rd,Athens,GA,30605,33.937721,-83.324502,Georgia,McDonald's,2024-03-31
553,ATHENS-PRINCE,1124 Prince Ave,Athens,GA,30601,33.962504,-83.395861,Georgia,McDonald's,2024-03-31
3410,ATHENS-BROAD,2230 W Broad St,Athens,GA,30601,33.949856,-83.411278,Georgia,McDonald's,2024-03-31
22175,HWY 29/ 72,475 Us Hwy 29 N,Athens,GA,30601,33.993707,-83.339071,Georgia,McDonald's,2024-03-31
20137,WATKINSVILLE,2063 Experiment Station Rd,Watkinsville,GA,30677,33.872473,-83.440342,Georgia,McDonald's,2024-03-31
26358,EPPS BRIDGE PKWY,1791 Epps Bridge Parkway,Athens,GA,30606,33.915535,-83.447115,Georgia,McDonald's,2024-03-31
11470,ATHENS ATLANTA H,3825 Atlanta Hwy,Bogart,GA,30622,33.940245,-83.471697,Georgia,McDonald's,2024-03-31
40471,JEFFERSON RD,5223 Jefferson Road,Athens,GA,30606,33.993045,-83.436576,Georgia,McDonald's,2024-03-31
12715,GENOA TWP,3781 E Grand River,Howell,MI,48843,42.589066,-83.878708,Michigan,McDonald's,2024-03-31
17550,HOWELL,2205 W Grand River Rd,Howell,MI,48843,42.614258,-83.959404,Michigan,McDonald's,2024-03-31
22032,M-59 & I-96,1360 Burkhart Rd,Howell,MI,48843,42.619492,-83.99173,Michigan,McDonald's,2024-03-31
2790,BRIGHTON-GRND RV,8515 North Grand River Road,Brighton,MI,48116,42.543163,-83.787033,Michigan,McDonald's,2024-03-31
16905,PINCKNEY,1184 M 36,Pinckney,MI,48169,42.457306,-83.932457,Michigan,McDonald's,2024-03-31
4849,FOWLRVL-GRAND RV,945 S Grand Ave,Fowlerville,MI,48836-9530,42.648689,-84.071983,Michigan,McDonald's,2024-03-31
21302,LEE/WHITMORE,9437 Lee Rd,Brighton,MI,48116,42.507147,-83.761089,Michigan,McDonald's,2024-03-31
1933,EVESHAM-RT 70,760 W Route 70,Marlton,NJ,08053,39.895096,-74.940164,New Jersey,McDonald's,2024-03-31
5982,MEDFORD,601 Stokes Rd,Medford,NJ,08055,39.873651,-74.812072,New Jersey,McDonald's,2024-03-31
7438,LARCHMONT,3049 Route 38,Mount Laurel,NJ,08054,39.971548,-74.87094,New Jersey,McDonald's,2024-03-31
5198,TYLER-WICHITA,506 North Tyler Road,Wichita,KS,67212-3633,37.691512,-97.4439,Kansas,McDonald's,2024-03-31
12782,21ST & RIDGE,7311 W 21st St,Wichita,KS,67206,37.722629,-97.428233,Kansas,McDonald's,2024-03-31
20840,SEC 21ST & MAIZE,10321 W 21st,Wichita,KS,67212,37.722052,-97.462083,Kansas,McDonald's,2024-03-31
7032,WICHITA-DUGAN,6350 W Kellogg,Wichita,KS,67209-2330,37.673364,-97.415982,Kansas,McDonald's,2024-03-31
19333,WICH-S WEST,1421 N West St,Wichita,KS,67212,37.70936,-97.390201,Kansas,McDonald's,2024-03-31
4298,WICHITA-S WEST,456 S West,Wichita,KS,67213-2108,37.676953,-97.389001,Kansas,McDonald's,2024-03-31
12942,21ST & AMIDEN,2261 N Amidon,Wichita,KS,67203,37.723672,-97.363672,Kansas,McDonald's,2024-03-31
19056,WICHITA/K 42,2437 Sw St,Wichita,KS,67217,37.650044,-97.389642,Kansas,McDonald's,2024-03-31
7636,WICHITA-SENECA,122 N Seneca,Wichita,KS,67208,37.684771,-97.352443,Kansas,McDonald's,2024-03-31
6211,WICHITA-BROADWAY,411 S Broadway,Wichita,KS,67202-3909,37.681863,-97.335882,Kansas,McDonald's,2024-03-31
343,WICHITA-SENECA,2418 S Seneca Ave,Wichita,KS,67216,37.651214,-97.352176,Kansas,McDonald's,2024-03-31
32704,53RD  & MERIDIAN,2616 W 53rd St,Wichita,KS,67204,37.782008,-97.373272,Kansas,McDonald's,2024-03-31
18521,ELM & HILLSIDE,545 N Hillside,Wichita,KS,67214,37.694987,-97.299505,Kansas,McDonald's,2024-03-31
751,WICHITA-N HILLSD,1811 N Hillside,Wichita,KS,67214-2317,37.715974,-97.299363,Kansas,McDonald's,2024-03-31
166,WICHITA-S HILLSD,1630 S Hillside,Wichita,KS,67211-4019,37.664004,-97.298349,Kansas,McDonald's,2024-03-31
27026,GODDARD-GODDARD,20019 W Kellogg Dr,Goddard,KS,67052,37.663631,-97.572344,Kansas,McDonald's,2024-03-31
15232,HYDRAULIC,3430 S Hydraulic,Wichita,KS,67216,37.63084,-97.316479,Kansas,McDonald's,2024-03-31
10264,5900 AIR CAP DR,5900 Air Cap Drive,Park City,KS,67219-2105,37.79227,-97.329119,Kansas,McDonald's,2024-03-31
4216,WICHITA-S BRDWAY,4810 S Broadway,Wichita,KS,67216-3713,37.60753,-97.333487,Kansas,McDonald's,2024-03-31
39466,WICHITA - CENTRA,6410 E Central Ave,Wichita,KS,67206,37.69418,-97.261173,Kansas,McDonald's,2024-03-31
10830,BRKLN PK-85TH AV,1480 85th Ave N,Brooklyn Park,MN,55444-1416,45.109202,-93.300162,Minnesota,McDonald's,2024-03-31
2715,BROOKLYN CN-56TH,5525 Xerxes Ave N,Brooklyn Center,MN,55430-2856,45.055946,-93.322456,Minnesota,McDonald's,2024-03-31
15545,ROBBINSDALE/H-81,4601 Lake Dr,Robbinsdale,MN,55422,45.031656,-93.338442,Minnesota,McDonald's,2024-03-31
531,CRYSTAL-BROADWAY,5400 W Broadway,Crystal,MN,55428-3506,45.051296,-93.360741,Minnesota,McDonald's,2024-03-31
24799,BKLYN PARK RELO,7685 West Broadway,Brooklyn Park,MN,55428,45.092916,-93.377325,Minnesota,McDonald's,2024-03-31
11329,42ND & N WINNETK,4201 Winnetka Ave,New Hope,MN,55428-4924,45.033201,-93.380941,Minnesota,McDonald's,2024-03-31
13813,I-5 & HWY 151,1695 Cascade Blvd,Shasta Lake City,CA,96019,40.680207,-122.350046,California,McDonald's,2024-03-31
10554,REDDING-LAKE BLV,88 Lake Boulevard,Redding,CA,96003-2536,40.609384,-122.378946,California,McDonald's,2024-03-31
13812,CHURN CREEK,1365 Churn Creek Road,Redding,CA,96003,40.587437,-122.350424,California,McDonald's,2024-03-31
2057,REDDING-E CYPRES,801 E Cypress Ave,Redding,CA,96002-1098,40.570813,-122.356935,California,McDonald's,2024-03-31
39576,I 5 AND BO,4032 S Bonnyview Rd,Redding,CA,96002,40.539184,-122.353278,California,McDonald's,2024-03-31
3944,ROHNERT PK-COMMC,6600 Commerce Blvd,Rohnert Park,CA,94931,38.344402,-122.711586,California,McDonald's,2024-03-31
28017,SONOMA STATE,1702 E Cotati Ave,Rohnert Park,CA,94928-3605,38.335677,-122.676689,California,McDonald's,2024-03-31
14584,YOLANDA,2642 Santa Rosa Ave,Santa Rosa,CA,95407,38.413494,-122.713009,California,McDonald's,2024-03-31
7155,STA ROSA-MENDOCI,1264 Mendocino Ave,Santa Rosa,CA,95402-4313,38.452908,-122.716835,California,McDonald's,2024-03-31
3474,PETALUMA-MCDOWEL,103 Mcdowell Blvd,Petaluma,CA,94952-2304,38.249481,-122.627098,California,McDonald's,2024-03-31
10068,STA ROSA-MISSION,50 Mission Cir,Santa Rosa,CA,95405-5303,38.457938,-122.67342,California,McDonald's,2024-03-31
12248,STA ROSA/GUERNV,2521 Guerneville Rd,Santa Rosa,CA,95401-4018,38.452928,-122.770523,California,McDonald's,2024-03-31
11169,PETALUMA/LAKEVLL,981 Lakeville Hwy,Petaluma,CA,94952-3329,38.235634,-122.623001,California,McDonald's,2024-03-31
21184,101 HOPPER,879 Hopper Ave,Santa Rosa,CA,95403,38.480387,-122.735923,California,McDonald's,2024-03-31
6022,KNOX/MAYNARDVILL,6901 Maynardville Pike,Knoxville,TN,37918,36.071819,-83.928009,Tennessee,McDonald's,2024-03-31
11600,KNOXVLE/FT. CITY,5055 N Broadway,Knoxville,TN,37918,36.031113,-83.929859,Tennessee,McDonald's,2024-03-31
13503,MILLERTOWN PIKE,5260 Millertown Pike,Knoxville,TN,37918,36.031396,-83.870122,Tennessee,McDonald's,2024-03-31
288,KNOXVL-N BRDWY,3120 N Broadway,Knoxville,TN,37917,36.000893,-83.925265,Tennessee,McDonald's,2024-03-31
264,KNOXVL-MAGNOL,2818 Magnolia Ave,Knoxville,TN,37918,35.991068,-83.889623,Tennessee,McDonald's,2024-03-31
14957,EMORY RD-POWELL,409 Emory Rd,Powell,TN,37938,36.050083,-83.998971,Tennessee,McDonald's,2024-03-31
3925,KNOXVL-MERCHANTS,322 Merchants Dr,Knoxville,TN,37912,36.008258,-83.974992,Tennessee,McDonald's,2024-03-31
2495,KNOXVLE-CUMBER,1720 W Cumberland Ave,Knoxville,TN,37912,35.955964,-83.933319,Tennessee,McDonald's,2024-03-31
11284,KNOXVILE/CLINTON,6715 Clinton Hwy,Knoxville,TN,37849,36.006643,-84.024559,Tennessee,McDonald's,2024-03-31
5650,KNOXVLLE/WESTERN,4420 Western Avenue,Knoxville,TN,37912,35.972065,-83.986144,Tennessee,McDonald's,2024-03-31
392,KNOXVL-CHAP HWY,2505 Chapman Hwy,Knoxville,TN,37912,35.950546,-83.914622,Tennessee,McDonald's,2024-03-31
10662,STRAWBERRY PLAIN,7402 Strawberry Plains Pike,Knoxville,TN,37871,36.004721,-83.772648,Tennessee,McDonald's,2024-03-31
26114,OSHTEMO,6820 W Main,Kalamazoo,MI,49009,42.296384,-85.683582,Michigan,McDonald's,2024-03-31
2311,MAPLE HILL,5394 W Main St,Kalamazoo,MI,49006,42.296622,-85.656529,Michigan,McDonald's,2024-03-31
6640,STADIUM,4310 Stadium Dr,Kalamazoo,MI,49007,42.271062,-85.642262,Michigan,McDonald's,2024-03-31
39477,ALAMO RELO,7900 Adobe Rd,Kalamazoo,MI,49009,42.37527,-85.65943,Michigan,McDonald's,2024-03-31
5048,9TH STREET,5296 S 9th St,Kalamazoo,MI,49009-9503,42.240999,-85.678238,Michigan,McDonald's,2024-03-31
13014,ROSE,224 Kalamazoo Ave,Kalamazoo,MI,49007,42.294799,-85.585415,Michigan,McDonald's,2024-03-31
4686,KZOO-WESTNEDGE,3320 S Westnedge,Kalamazoo,MI,49008-2903,42.258108,-85.59016,Michigan,McDonald's,2024-03-31
2661,PORTAGE,6925 S Westnedge Ave,Portage,MI,49002,42.21657,-85.588612,Michigan,McDonald's,2024-03-31
4323,KZOO-GULL ROAD,5530 Gull Rd,Kalamazoo,MI,49001-1017,42.323329,-85.521024,Michigan,McDonald's,2024-03-31
5501,SPRINKLE,3900 Sprinkle Rd,Kalamazoo,MI,49001,42.252117,-85.531446,Michigan,McDonald's,2024-03-31
4214,PLAINWELL-KZOO,1218 M-89,Plainwell,MI,49080-1136,42.449411,-85.662895,Michigan,McDonald's,2024-03-31
25073,"CORDOVA, TN - GE",1705 N Germantown Pky,Cordova,TN,38018,35.171897,-89.793567,Tennessee,McDonald's,2024-03-31
34970,64 & CANADA,9940 Us Highway 64,Lakeland,TN,38002,35.206307,-89.731713,Tennessee,McDonald's,2024-03-31
14581,BARTLETT-G'TN/64,8062 Us Highway 64,Bartlett,TN,38133,35.205219,-89.793856,Tennessee,McDonald's,2024-03-31
34255,WHITTEN@RALEIGH-,1959 Whitten Road,Memphis,TN,38133,35.17889,-89.836807,Tennessee,McDonald's,2024-03-31
39008,HWY 70 & APPLING,7599 Highway 70,Bartlett,TN,38133,35.229057,-89.809842,Tennessee,McDonald's,2024-03-31
11943,SYCAMORE VIEW,1610 Sycamore View,Memphis,TN,38134-7310,35.169445,-89.864897,Tennessee,McDonald's,2024-03-31
6091,BARTLETT- STAGE,6048 Stage Rd,Bartlett,TN,38134-8314,35.205257,-89.861745,Tennessee,McDonald's,2024-03-31
14041,MEMPHIS-POPLAR,6690 Poplar Ave,Memphis,TN,38138,35.098887,-89.840754,Tennessee,McDonald's,2024-03-31
2776,MEMPHIS-SUMMER,5084 Summer Ave,Memphis,TN,38122-4408,35.151328,-89.891472,Tennessee,McDonald's,2024-03-31
7509,MEMPHIS-ELMORE,2200 Covington Pike,Memphis,TN,38128-6907,35.185351,-89.895877,Tennessee,McDonald's,2024-03-31
10225,RIDGEWAY/PRINACY,1325 Ridgeway Road,Memphis,TN,38119-5303,35.09539,-89.859168,Tennessee,McDonald's,2024-03-31
1083,MEMPHIS-POPLAR,5263 Poplar Dr,Memphis,TN,38119-3513,35.107605,-89.88591,Tennessee,McDonald's,2024-03-31
2174,MEMPHIS-AUSTIN,3363 Austin Peay Hwy,Memphis,TN,38128-3801,35.217676,-89.913513,Tennessee,McDonald's,2024-03-31
29403,"ARLINGTON, TN",11590 Highway 70,Arlington,TN,38002,35.293786,-89.676154,Tennessee,McDonald's,2024-03-31
5284,MEMPHIS-SUMMER,4210 Summer Ave,Memphis,TN,38122-4044,35.149388,-89.920304,Tennessee,McDonald's,2024-03-31
39025,WEST POINC,385 Cypress Parkway,Kissimmee,FL,34759,28.143477,-81.471691,Florida,McDonald's,2024-03-31
34153,OVATION,8006 Osceola Polk Line Rd,Davenport,FL,33896,28.259124,-81.593378,Florida,McDonald's,2024-03-31
31931,"ELKINS, AR",1985 North Center Street,Elkins,AR,72727,36.02782,-94.022519,Arkansas,McDonald's,2024-03-31
31354,GREENLAND-STO,1200 W Wilson,Fayetteville,AR,72701,35.997794,-94.197758,Arkansas,McDonald's,2024-03-31
10937,FAYETTEVLE-W MLK,1963 W Mlk Blvd,Fayetteville,AR,72701-6212,36.055758,-94.188235,Arkansas,McDonald's,2024-03-31
23781,FAYTVIL-WEDINGTN,3080 W Wedington Dr,Fayetteville,AR,72704,36.079085,-94.203367,Arkansas,McDonald's,2024-03-31
6148,DEKALB OASIS,I-88 Dekalb Oasis,Dekalb,IL,60115,41.900737,-88.739118,Illinois,McDonald's,2024-03-31
5588,DEKALB II,545 E Lincoln Hwy,Dekalb,IL,60115,41.929065,-88.747632,Illinois,McDonald's,2024-03-31
216,DEKALB I,805 W Lincoln Hwy,Dekalb,IL,60115,41.931531,-88.768113,Illinois,McDonald's,2024-03-31
3448,SYCAMORE-DEKALB,1660 Dekalb Ave,Sycamore,IL,60178-2706,41.974392,-88.715976,Illinois,McDonald's,2024-03-31
881,RICHMOND-MAIN,1725 E Main St,Richmond,IN,47374-5703,39.829315,-84.878651,Indiana,McDonald's,2024-03-31
22093,CHESTER,2320 Chester Blvd,Richmond,IN,47374,39.866645,-84.889416,Indiana,McDonald's,2024-03-31
5728,RICHMOND-W.SIDE,3126 National Rd W,Richmond,IN,47374-4414,39.823116,-84.943653,Indiana,McDonald's,2024-03-31
3415,RICHMOND-COMMERC,400 Commerce Rd,Richmond,IN,47374-2647,39.833315,-84.824447,Indiana,McDonald's,2024-03-31
2378,NEWBURY PK-WENDY,828 Wendy Dr,Newbury Park,CA,91320-3056,34.188038,-118.940605,California,McDonald's,2024-03-31
5061,WESTERN WOODS,6433 Glenway Avenue,Cincinnati,OH,45211-5221,39.150495,-84.628312,Ohio,McDonald's,2024-03-31
18263,SHELL/SAYLER PK,55 Kibby Dr,Cincinnati,OH,45233,39.130524,-84.706797,Ohio,McDonald's,2024-03-31
66,NORTH BEND,5425 West North Bend Road,Cincinnati,OH,45239,39.188997,-84.601562,Ohio,McDonald's,2024-03-31
7949,MLK DRIVE,413 Martin Luther King Dr,Cincinnati,OH,45229-3361,39.134818,-84.500035,Ohio,McDonald's,2024-03-31
12209,MITCHELL AVE,255 W Mitchell Ave,Cincinnati,OH,45232-1907,39.16487,-84.512991,Ohio,McDonald's,2024-03-31
23465,DENT,6590 Harrison Ave,Dent,OH,45248,39.195026,-84.660911,Ohio,McDonald's,2024-03-31
3760,VICTORY,1126 E Mcmillan St,Cincinnati,OH,45206-2002,39.125951,-84.484895,Ohio,McDonald's,2024-03-31
10045,BELLEVUE/DONNERM,15 Donnermeyer Dr,Bellevue,KY,41073-1301,39.097909,-84.4829,Kentucky,McDonald's,2024-03-31
815,NEWPORT-ALEXANDR,1930 Monmouth Street,Newport,KY,41071,39.078608,-84.480626,Kentucky,McDonald's,2024-03-31
21220,COLERAIN AVE,8339 Colerain Ave,Cincinnati,OH,45239,39.222756,-84.587591,Ohio,McDonald's,2024-03-31
26577,FINNEYTOWN,919 W North Bend Rd,Cincinnati,OH,45224,39.200988,-84.520412,Ohio,McDonald's,2024-03-31
15865,N. COLLEGE HILL,6840 Hamilton Ave,Cincinnati,OH,45224,39.217409,-84.548748,Ohio,McDonald's,2024-03-31
32059,NORWOOD RELO,4594 Montgomery Road,Norwood,OH,45212,39.159802,-84.455465,Ohio,McDonald's,2024-03-31
35369,NORTHGATE,9677 Colerain Ave,Cincinnati,OH,45251,39.24382,-84.595657,Ohio,McDonald's,2024-03-31
10754,HILLCREST,7142 Reading Rd,Cincinnati,OH,45237-3807,39.189942,-84.462192,Ohio,McDonald's,2024-03-31
3169,COLUMBUS-RT 46,2205 Jonathon Moore Pike,Columbus,IN,47201-4727,39.199828,-85.948896,Indiana,McDonald's,2024-03-31
25804,COLUMBUS #3,611 3rd Street,Columbus,IN,47201,39.201083,-85.917949,Indiana,McDonald's,2024-03-31
1649,COLUMBUS-NATIONL,1880 National Rd,Columbus,IN,47201-4503,39.217964,-85.885882,Indiana,McDonald's,2024-03-31
29684,OWASSO-96TH ST W,12101 E 96TH ST N (Walmart),Owasso,OK,74055,36.295183,-95.83795,Oklahoma,McDonald's,2024-03-31
6302,OWASSO-S FORREST,7590 Owasso Expy,Owasso,OK,74055-3445,36.263207,-95.850409,Oklahoma,McDonald's,2024-03-31
24376,COLLINSVILLE-135,11604 N 135th E Ave,Collinsville,OK,74021,36.322705,-95.82457,Oklahoma,McDonald's,2024-03-31
27770,"SHAKOPEE,MN CR83",3990 12th Ave,Shakopee,MN,55379,44.784515,-93.470307,Minnesota,McDonald's,2024-03-31
4618,SHAKOPEE-MARSCHL,227 Marschall Rd,Shakopee,MN,55379-1674,44.799477,-93.508354,Minnesota,McDonald's,2024-03-31
5768,CHASKA-212&CROSS,2840 Chaska Blvd,Chaska,MN,55318-2294,44.795586,-93.591438,Minnesota,McDonald's,2024-03-31
35248,CHANHSN-CROSSRDS,8971 Crossroads Blvd,Chanhassen,MN,55317,44.841796,-93.53951,Minnesota,McDonald's,2024-03-31
35706,CHASKA HAZELTINE,1120 Hazeltine Blvd,Chaska,MN,55318,44.834951,-93.600004,Minnesota,McDonald's,2024-03-31
6591,CHANHASSEN-LAKE,90 Lake Dr E,Chanhassen,MN,55317-9319,44.861148,-93.523631,Minnesota,McDonald's,2024-03-31
11568,EDEN PRAIRIE,598 Prairie Center Dr,Eden Prairie,MN,55344-7917,44.853519,-93.429887,Minnesota,McDonald's,2024-03-31
6484,BLMNGTN-BL FERRY,9240 Bloomington Ferry Rd,Bloomington,MN,55438-1429,44.83585,-93.39695,Minnesota,McDonald's,2024-03-31
13128,JORDAN,260 Triangle Ln,Jordan,MN,55352,44.669981,-93.637494,Minnesota,McDonald's,2024-03-31
39376,WAXAHACHIE - SOU,1449 Fm 66,Waxahachie,TX,75167,32.373601,-96.864792,Texas,McDonald's,2024-03-31
7598,WAXAHACHIE-HWY77,1207 N Hwy 77,Waxahachie,TX,75165-5115,32.417991,-96.841306,Texas,McDonald's,2024-03-31
32405,"WM, LOOP 303 & W",LOOP 303 & WADELL (Walmart #5429),Surprise,AZ,85388,33.612459,-112.420668,Arizona,McDonald's,2024-03-31
40645,COTTON & PEORIA,17180 W Peoria Ave,Surprise,AZ,85388,33.581458,-112.427794,Arizona,McDonald's,2024-03-31
31461,BELL   LOO,16547 West Bell Road,Surprise,AZ,85388,33.63832,-112.414705,Arizona,McDonald's,2024-03-31
3001,TEUTONIA,7170 N Teutonia,Milwaukee,WI,53209-2320,43.147914,-87.955954,Wisconsin,McDonald's,2024-03-31
32421,MILWAUKEE,76th And Good Hope Rd,Milwaukee,WI,53223,43.147551,-88.004807,Wisconsin,McDonald's,2024-03-31
2320,BROWN DEER,8100 W Brown Deer Rd,Milwaukee,WI,53223-1704,43.178346,-88.011099,Wisconsin,McDonald's,2024-03-31
12157,MEQUON,11250 N Port Washington Rd,Mequon,WI,53092-3410,43.222361,-87.923336,Wisconsin,McDonald's,2024-03-31
27882,MENOMONEE FALLS,N56w15475 Silver Spring Dr,Menomonee Falls,WI,53051,43.118469,-88.103764,Wisconsin,McDonald's,2024-03-31
723,MENOMONEE FALLS,N83w15515 Appleton Ave,Menomonee Falls,WI,53051-3713,43.168407,-88.103175,Wisconsin,McDonald's,2024-03-31
3255,EPHRATA-READING,140 N Reading,Ephrata,PA,17522,40.187572,-76.184955,Pennsylvania,McDonald's,2024-03-31
36029,EPHRATA,854 Emain Street,Ephrata,PA,17522,40.165105,-76.156964,Pennsylvania,McDonald's,2024-03-31
10189,NORTH EAST,2400 Pulaski Hwy,North East,MD,21901,39.607939,-75.947167,Maryland,McDonald's,2024-03-31
11247,VILLA-RICA/H 61,116 Carrollton Villa Rica Hwy,Villa Rica,GA,30180,33.72629,-84.939074,Georgia,McDonald's,2024-03-31
10393,LOS LUNAS/MAIN,652 Main St Ne,Los Lunas,NM,87031-9223,34.805944,-106.728354,New Mexico,McDonald's,2024-03-31
38942,LOS LUNAS,1700 Main Street,Los Lunas,NM,87031,34.814055,-106.754533,New Mexico,McDonald's,2024-03-31
7164,BELEN-MAIN ST,503 N Main,Belen,NM,87002-3719,34.665565,-106.77566,New Mexico,McDonald's,2024-03-31
8062,NORWIN,12118 Us Rte 30,Irwin,PA,15642,40.332078,-79.742173,Pennsylvania,McDonald's,2024-03-31
2842,OLYMPIA,4235 Walnut St,Mckeesport,PA,15132,40.320988,-79.835764,Pennsylvania,McDonald's,2024-03-31
5072,MURRAYSVILLE,3820 Wm Penn Hwy,Murrysville,PA,15668,40.427439,-79.699094,Pennsylvania,McDonald's,2024-03-31
4121,MONROEVILLE #2,4317 Northern Pike,Monroeville,PA,15146,40.434495,-79.751797,Pennsylvania,McDonald's,2024-03-31
4647,DUQUESNE,101 Hoffman Blvd,Duquesne,PA,15110,40.384225,-79.863302,Pennsylvania,McDonald's,2024-03-31
1741,MONROEVILLE,3760 William Penn Hwy,Monroeville,PA,15146,40.435395,-79.786862,Pennsylvania,McDonald's,2024-03-31
35543,PLUM,1865 New Texas Rd,Plum,PA,15239-2528,40.450605,-79.7142,Pennsylvania,McDonald's,2024-03-31
11026,TROUDALE/FRONTAG,1002 Nw Frontage Rd,Troutdale,OR,97060-9534,45.543963,-122.397545,Oregon,McDonald's,2024-03-31
6759,SANDY-US HWY 26,37445 Se Hwy 26,Sandy,OR,97055-9250,45.400972,-122.278637,Oregon,McDonald's,2024-03-31
3784,HILL'S PLAZA,2167 S Atherton St,State College,PA,16801,40.785216,-77.830027,Pennsylvania,McDonald's,2024-03-31
1352,COLLEGE AVE,442 E College Ave,State College,PA,16801-5508,40.79853,-77.855963,Pennsylvania,McDonald's,2024-03-31
11722,NAP,1615 N Atherton St,State College,PA,16803,40.808525,-77.895766,Pennsylvania,McDonald's,2024-03-31
4428,NITTANY MALL,2821 E College Ave,State College,PA,16801,40.83013,-77.804328,Pennsylvania,McDonald's,2024-03-31
26332,NORTH ATTLEBORO,226 E Washington Street,North Attleborough,MA,02760,41.972145,-71.331519,Massachusetts,McDonald's,2024-03-31
31944,S ATTLEBORO RELO,444 Washington Street,Attleboro,MA,02703,41.916698,-71.359578,Massachusetts,McDonald's,2024-03-31
4830,PAWTUCKET-BOWL.,285 Armistice Blvd,Pawtucket,RI,02861,41.880192,-71.364674,Rhode Island,McDonald's,2024-03-31
3542,PLAINVILLE,9 Taunton St,Plainville,MA,02762,42.010021,-71.304535,Massachusetts,McDonald's,2024-03-31
7526,CUMBRLND-MENDON,100 Mendon Rd,Cumberland,RI,02864,41.913793,-71.404511,Rhode Island,McDonald's,2024-03-31
5157,EAST PROVIDENCE,72 Newport Ave,East Providence,RI,02916,41.856954,-71.35398,Rhode Island,McDonald's,2024-03-31
13685,PAWTUCKET-MINERA,255 Mineral Springs Ave,Pawtucket,RI,02861,41.874516,-71.399381,Rhode Island,McDonald's,2024-03-31
26530,CUMBERLAND II,1754 Mendon Rd,Cumberland,RI,02864,41.943536,-71.436095,Rhode Island,McDonald's,2024-03-31
7189,E PROVIDNCE-TAUN,721 Taunton Ave,East Providence,RI,02914,41.821608,-71.352726,Rhode Island,McDonald's,2024-03-31
3809,PROVDENCE-N.MAIN,649 N Main St,Providence,RI,02904,41.838174,-71.408785,Rhode Island,McDonald's,2024-03-31
5312,PROVIDENCE-BRNCH,736 Branch Ave,Providence,RI,02904,41.853289,-71.428567,Rhode Island,McDonald's,2024-03-31
3454,LINCOLN-MALL,622 Geroge Washington Hwy,Lincoln,RI,02865,41.936007,-71.474874,Rhode Island,McDonald's,2024-03-31
3623,SEEKONK-FALL RIV,250 Highland Ave,Seekonk,MA,02771,41.79807,-71.331351,Massachusetts,McDonald's,2024-03-31
13886,ELLENTON,6103 Us Hwy 301 North,Ellenton,FL,34222,27.530987,-82.500878,Florida,McDonald's,2024-03-31
5636,PALMETTO,699 10th St E,Palmetto,FL,34221-4072,27.520835,-82.557989,Florida,McDonald's,2024-03-31
7858,SR 64,604 67th Street Cir E,Bradenton,FL,34208,27.493673,-82.478332,Florida,McDonald's,2024-03-31
33821,LAKEWOOD RANCH,11150 Sr 64,Bradenton,FL,34212,27.484764,-82.431308,Florida,McDonald's,2024-03-31
11588,MANATEE,6708 Manatee Ave W,Bradenton,FL,34209,27.496392,-82.628908,Florida,McDonald's,2024-03-31
